"","metadata","value","coef","stderr","N","N.not.0","pval","qval","Site","ID","pwy","Type","pheno_Count","pair"
"1125","Sensitive_skin_overall","Yes",-0.184534652051593,0.0709508418949836,398,397,0.0100186525499723,0.0306799567706763,"Ch","PWY-7221","guanosine ribonucleotides de novo biosynthesis","conserved",69,"PWY-7221-Sensitive_skin_overall"
"1126","Sensitive_skin_overall","Yes",-0.19312943921035,0.078393195969993,398,398,0.0146305222763295,0.0416334797895551,"Ch","COA-PWY-1","coenzyme A biosynthesis II (mammalian)","conserved",69,"COA-PWY-1-Sensitive_skin_overall"
"1127","Sensitive_skin_overall","Yes",-0.168226187156985,0.0701659219318054,398,397,0.0174585641139361,0.0485875133359543,"Ch","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","conserved",69,"PWY-7228-Sensitive_skin_overall"
"1128","Sensitive_skin_overall","Yes",-0.195339642224913,0.0816362272523784,398,398,0.017679075350579,0.0490469645306032,"Ch","PWY-3841","folate transformations II","conserved",69,"PWY-3841-Sensitive_skin_overall"
"1129","Sensitive_total_areas","Sensitive_total_areas",-0.105050611010861,0.0360253892185109,398,398,0.00396514408950226,0.0147443383160063,"Ch","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","conserved",NA,"UDPNAGSYN-PWY-Sensitive_total_areas"
"1130","Sensitive_total_areas","Sensitive_total_areas",-0.0851795132142792,0.0296795148131807,398,398,0.00456280801429021,0.016217209207417,"Ch","PWY-7219","adenosine ribonucleotides de novo biosynthesis","conserved",NA,"PWY-7219-Sensitive_total_areas"
"1131","Sensitive_total_areas","Sensitive_total_areas",-0.0916768413984137,0.0336565137154378,398,397,0.00704379846883813,0.0225860929163831,"Ch","PWY-7221","guanosine ribonucleotides de novo biosynthesis","conserved",NA,"PWY-7221-Sensitive_total_areas"
"1132","Sensitive_total_areas","Sensitive_total_areas",-0.100620660297571,0.0371291133346509,398,398,0.00733382470048413,0.0233468879853541,"Ch","COA-PWY-1","coenzyme A biosynthesis II (mammalian)","conserved",NA,"COA-PWY-1-Sensitive_total_areas"
"1133","Sensitive_total_areas","Sensitive_total_areas",-0.0969705544026575,0.0361678332226789,398,398,0.00797267814642035,0.02510968028321,"Ch","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",NA,"NONMEVIPP-PWY-Sensitive_total_areas"
"1134","Sensitive_total_areas","Sensitive_total_areas",-0.0819876492930771,0.0311010637396095,398,398,0.00906698960460754,0.0277656948099573,"Ch","PWY-7208","superpathway of pyrimidine nucleobases salvage","conserved",NA,"PWY-7208-Sensitive_total_areas"
"1135","Sensitive_total_areas","Sensitive_total_areas",-0.107263756574882,0.0410419619875107,398,398,0.00966809258784548,0.0289062903386596,"Ch","PWY-7560","methylerythritol phosphate pathway II","conserved",NA,"PWY-7560-Sensitive_total_areas"
"1136","Sensitive_total_areas","Sensitive_total_areas",-0.103003060175995,0.0400445118792993,398,398,0.010856715644625,0.0318152097532886,"Ch","PWY-6270","isoprene biosynthesis I","conserved",NA,"PWY-6270-Sensitive_total_areas"
"1137","Sensitive_total_areas","Sensitive_total_areas",-0.0972611975020745,0.03873221237018,398,398,0.0128554968306546,0.0361430612274225,"Ch","PWY-3841","folate transformations II","conserved",NA,"PWY-3841-Sensitive_total_areas"
"1138","Sensitive_total_areas","Sensitive_total_areas",-0.0824698582948066,0.033306646571917,398,397,0.0141444717362537,0.0393643317188193,"Ch","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","conserved",NA,"PWY-7228-Sensitive_total_areas"
"1139","Suffered_from_dry_skin_in_the_last_year","Yes",-0.282704743859675,0.0798683840061227,398,398,0.000502094828555997,0.00269305408043671,"Ch","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","conserved",52,"UDPNAGSYN-PWY-Suffered_from_dry_skin_in_the_last_year"
"1140","Suffered_from_dry_skin_in_the_last_year","Yes",-0.258958145049693,0.0736693231792696,398,398,0.000547656068737555,0.0028178815164694,"Ch","DAPLYSINESYN-PWY","L-lysine biosynthesis I","conserved",52,"DAPLYSINESYN-PWY-Suffered_from_dry_skin_in_the_last_year"
"1141","Suffered_from_dry_skin_in_the_last_year","Yes",-0.274513944595523,0.0800734636323843,398,398,0.000742496140590616,0.00363043693051213,"Ch","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",52,"NONMEVIPP-PWY-Suffered_from_dry_skin_in_the_last_year"
"1142","Suffered_from_dry_skin_in_the_last_year","Yes",-0.392087925504873,0.114896677602522,398,397,0.000784135520319726,0.00379213079498884,"Ch","COA-PWY","coenzyme A biosynthesis I","conserved",52,"COA-PWY-Suffered_from_dry_skin_in_the_last_year"
"1143","Suffered_from_dry_skin_in_the_last_year","Yes",1.02499369918618,0.301469028437489,398,383,0.000818810225451265,0.00389595187916328,"Ch","PANTO-PWY","phosphopantothenate biosynthesis I","conserved",52,"PANTO-PWY-Suffered_from_dry_skin_in_the_last_year"
"1144","Suffered_from_dry_skin_in_the_last_year","Yes",-0.248491656279443,0.0736092982970608,398,398,0.000889809192243157,0.00416656685256717,"Ch","PWY-5097","L-lysine biosynthesis VI","conserved",52,"PWY-5097-Suffered_from_dry_skin_in_the_last_year"
"1145","Suffered_from_dry_skin_in_the_last_year","Yes",-0.350255064840131,0.104726234288346,398,398,0.000990398982269325,0.00449488768876078,"Ch","PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","conserved",52,"PWY-6147-Suffered_from_dry_skin_in_the_last_year"
"1146","Suffered_from_dry_skin_in_the_last_year","Yes",-0.285259545815116,0.0857028278604583,398,398,0.00104579348385199,0.00463316037283999,"Ch","PWY-3841","folate transformations II","conserved",52,"PWY-3841-Suffered_from_dry_skin_in_the_last_year"
"1147","Suffered_from_dry_skin_in_the_last_year","Yes",0.909636704699029,0.274969917970784,398,391,0.00112034523766795,0.00486032125164771,"Ch","PWY-5103","L-isoleucine biosynthesis III","conserved",52,"PWY-5103-Suffered_from_dry_skin_in_the_last_year"
"1148","Suffered_from_dry_skin_in_the_last_year","Yes",-0.295552790880905,0.0893826289383888,398,397,0.0011261468386641,0.0048616583035011,"Ch","PWY-6151","S-adenosyl-L-methionine cycle I","conserved",52,"PWY-6151-Suffered_from_dry_skin_in_the_last_year"
"1149","Suffered_from_dry_skin_in_the_last_year","Yes",0.83775849310778,0.255888486821535,398,391,0.00125699719469364,0.00534828133319168,"Ch","PWY-3001","superpathway of L-isoleucine biosynthesis I","conserved",52,"PWY-3001-Suffered_from_dry_skin_in_the_last_year"
"1150","Suffered_from_dry_skin_in_the_last_year","Yes",0.846618733567162,0.261560232088522,398,391,0.00142270338855611,0.00585624418080074,"Ch","BRANCHED-CHAIN-AA-SYN-PWY","superpathway of branched amino acid biosynthesis","conserved",52,"BRANCHED-CHAIN-AA-SYN-PWY-Suffered_from_dry_skin_in_the_last_year"
"1151","Suffered_from_dry_skin_in_the_last_year","Yes",-0.230336604821685,0.0718973211248299,398,398,0.00158744122572096,0.00635694789485544,"Ch","PWY-2942","L-lysine biosynthesis III","conserved",52,"PWY-2942-Suffered_from_dry_skin_in_the_last_year"
"1152","Suffered_from_dry_skin_in_the_last_year","Yes",-0.22063980420281,0.0690768683750161,398,398,0.00163823944712057,0.00646073829947154,"Ch","PWY-7208","superpathway of pyrimidine nucleobases salvage","conserved",52,"PWY-7208-Suffered_from_dry_skin_in_the_last_year"
"1153","Suffered_from_dry_skin_in_the_last_year","Yes",0.880979538239975,0.277069262439864,398,391,0.00171800667900397,0.00669795555470709,"Ch","PWY-7111","pyruvate fermentation to isobutanol (engineered)","conserved",52,"PWY-7111-Suffered_from_dry_skin_in_the_last_year"
"1154","Suffered_from_dry_skin_in_the_last_year","Yes",-0.281905305764933,0.0888986450993465,398,398,0.00176676921528152,0.00682790722936308,"Ch","PWY-6270","isoprene biosynthesis I","conserved",52,"PWY-6270-Suffered_from_dry_skin_in_the_last_year"
"1155","Suffered_from_dry_skin_in_the_last_year","Yes",-0.287668245519768,0.0911850160243769,398,398,0.00186337207429357,0.00713889301190392,"Ch","PWY-7560","methylerythritol phosphate pathway II","conserved",52,"PWY-7560-Suffered_from_dry_skin_in_the_last_year"
"1156","Suffered_from_dry_skin_in_the_last_year","Yes",-0.370868176186034,0.11870925784933,398,396,0.00205793328833041,0.00766285130356131,"Ch","PWY-4242","pantothenate and coenzyme A biosynthesis III","conserved",52,"PWY-4242-Suffered_from_dry_skin_in_the_last_year"
"1157","Suffered_from_dry_skin_in_the_last_year","Yes",-0.310812157665424,0.102212267032057,398,397,0.00268681162153672,0.00923487782502451,"Ch","PWY-6897","thiamin salvage II","conserved",52,"PWY-6897-Suffered_from_dry_skin_in_the_last_year"
"1158","Suffered_from_dry_skin_in_the_last_year","Yes",0.769190013726202,0.256144436125981,398,392,0.00302772346110794,0.0098991147371616,"Ch","THRESYN-PWY","superpathway of L-threonine biosynthesis","conserved",52,"THRESYN-PWY-Suffered_from_dry_skin_in_the_last_year"
"1159","Suffered_from_dry_skin_in_the_last_year","Yes",-0.251395313507614,0.083830486167556,398,398,0.00306690908132896,0.0099787299153534,"Ch","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",52,"PWY-7197-Suffered_from_dry_skin_in_the_last_year"
"1160","Suffered_from_dry_skin_in_the_last_year","Yes",-0.304622691279004,0.102177354206717,398,397,0.00323981620405886,0.0105027008812897,"Ch","PWY-7357","thiamin formation from pyrithiamine and oxythiamine (yeast)","conserved",52,"PWY-7357-Suffered_from_dry_skin_in_the_last_year"
"1161","Suffered_from_dry_skin_in_the_last_year","Yes",0.773233959422125,0.260397193493386,398,391,0.00336188867343502,0.0107688481015651,"Ch","ILEUSYN-PWY","L-isoleucine biosynthesis I (from threonine)","conserved",52,"ILEUSYN-PWY-Suffered_from_dry_skin_in_the_last_year"
"1162","Suffered_from_dry_skin_in_the_last_year","Yes",0.877273494517376,0.295516639054788,398,384,0.00337058861484014,0.0107688481015651,"Ch","PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","conserved",52,"PWY-6387-Suffered_from_dry_skin_in_the_last_year"
"1163","Suffered_from_dry_skin_in_the_last_year","Yes",-0.304908712096561,0.102633185362992,398,397,0.00334708567436793,0.0107688481015651,"Ch","PWY-6609","adenine and adenosine salvage III","conserved",52,"PWY-6609-Suffered_from_dry_skin_in_the_last_year"
"1164","Suffered_from_dry_skin_in_the_last_year","Yes",0.652741544164501,0.225404847257755,398,392,0.0042173506608288,0.012695086172903,"Ch","PWY-6123","inosine-5'-phosphate biosynthesis I","conserved",52,"PWY-6123-Suffered_from_dry_skin_in_the_last_year"
"1165","Suffered_from_dry_skin_in_the_last_year","Yes",0.700102775421081,0.241942997608771,398,392,0.00424568359057929,0.0127141365904426,"Ch","SER-GLYSYN-PWY","superpathway of L-serine and glycine biosynthesis I","conserved",52,"SER-GLYSYN-PWY-Suffered_from_dry_skin_in_the_last_year"
"1166","Suffered_from_dry_skin_in_the_last_year","Yes",0.831778883977836,0.288002883167825,398,384,0.00431845406161574,0.0128249390756038,"Ch","PEPTIDOGLYCANSYN-PWY","peptidoglycan biosynthesis I (meso-diaminopimelate containing)","conserved",52,"PEPTIDOGLYCANSYN-PWY-Suffered_from_dry_skin_in_the_last_year"
"1167","Suffered_from_dry_skin_in_the_last_year","Yes",0.733309051336542,0.255706257212843,398,387,0.00459329282210871,0.0133343812992938,"Ch","PWY-6124","inosine-5'-phosphate biosynthesis II","conserved",52,"PWY-6124-Suffered_from_dry_skin_in_the_last_year"
"1168","Suffered_from_dry_skin_in_the_last_year","Yes",0.751286568555217,0.262587101063096,398,383,0.00468716575798571,0.0134679925188875,"Ch","PWY-841","superpathway of purine nucleotides de novo biosynthesis I","conserved",52,"PWY-841-Suffered_from_dry_skin_in_the_last_year"
"1169","Suffered_from_dry_skin_in_the_last_year","Yes",0.819509716460379,0.288922510933904,398,384,0.00504882651737923,0.0143211906021815,"Ch","PWY-6386","UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)","conserved",52,"PWY-6386-Suffered_from_dry_skin_in_the_last_year"
"1170","Suffered_from_dry_skin_in_the_last_year","Yes",0.705138432593406,0.250097347616856,398,392,0.00531241235971961,0.0150207186528813,"Ch","PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I","conserved",52,"PWY-7229-Suffered_from_dry_skin_in_the_last_year"
"1171","Suffered_from_dry_skin_in_the_last_year","Yes",0.71267195149455,0.254789592222438,398,394,0.00567858044431393,0.0158534501363339,"Ch","VALSYN-PWY","L-valine biosynthesis","conserved",52,"VALSYN-PWY-Suffered_from_dry_skin_in_the_last_year"
"1172","Suffered_from_dry_skin_in_the_last_year","Yes",0.576625771329383,0.208190045068692,398,394,0.00615842915178854,0.0167698763056396,"Ch","PWY-5686","UMP biosynthesis","conserved",52,"PWY-5686-Suffered_from_dry_skin_in_the_last_year"
"1173","Suffered_from_dry_skin_in_the_last_year","Yes",0.672141188971261,0.243308069267186,398,392,0.00629048442653525,0.0169728009679381,"Ch","PWY-6126","superpathway of adenosine nucleotides de novo biosynthesis II","conserved",52,"PWY-6126-Suffered_from_dry_skin_in_the_last_year"
"1174","Suffered_from_dry_skin_in_the_last_year","Yes",0.551381224576104,0.200529614334991,398,397,0.00653333035785987,0.0175212041415333,"Ch","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","conserved",52,"PWY-5188-Suffered_from_dry_skin_in_the_last_year"
"1175","Suffered_from_dry_skin_in_the_last_year","Yes",0.686653430635174,0.250450471041315,398,394,0.00668738829459892,0.0176141030973811,"Ch","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","conserved",52,"PWY-6122-Suffered_from_dry_skin_in_the_last_year"
"1176","Suffered_from_dry_skin_in_the_last_year","Yes",0.686653430635174,0.250450471041315,398,394,0.00668738829459892,0.0176141030973811,"Ch","PWY-6277","superpathway of 5-aminoimidazole ribonucleotide biosynthesis","conserved",52,"PWY-6277-Suffered_from_dry_skin_in_the_last_year"
"1177","Suffered_from_dry_skin_in_the_last_year","Yes",0.74756731720894,0.274082077150874,398,387,0.00696955696336033,0.0180957385799612,"Ch","PWY-6936","seleno-amino acid biosynthesis","conserved",52,"PWY-6936-Suffered_from_dry_skin_in_the_last_year"
"1178","Suffered_from_dry_skin_in_the_last_year","Yes",-0.226557168937287,0.0831157749130209,398,398,0.0070047734494203,0.0181263874349034,"Ch","COA-PWY-1","coenzyme A biosynthesis II (mammalian)","conserved",52,"COA-PWY-1-Suffered_from_dry_skin_in_the_last_year"
"1179","Suffered_from_dry_skin_in_the_last_year","Yes",0.723900394299836,0.266920442478607,398,385,0.00729083594750612,0.0185413500389164,"Ch","PWY-7234","inosine-5'-phosphate biosynthesis III","conserved",52,"PWY-7234-Suffered_from_dry_skin_in_the_last_year"
"1180","Suffered_from_dry_skin_in_the_last_year","Yes",0.653875477437055,0.242995111120706,398,394,0.00775118488679045,0.0195435858256682,"Ch","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","conserved",52,"PWY-6121-Suffered_from_dry_skin_in_the_last_year"
"1181","Suffered_from_dry_skin_in_the_last_year","Yes",-0.201304489288142,0.0754136587955473,398,397,0.00824747876047936,0.0204454305406841,"Ch","PWY-7221","guanosine ribonucleotides de novo biosynthesis","conserved",52,"PWY-7221-Suffered_from_dry_skin_in_the_last_year"
"1182","Suffered_from_dry_skin_in_the_last_year","Yes",0.726861025986376,0.275803955655678,398,387,0.00908613859928529,0.0220912985174931,"Ch","PWY-5918","superpathay of heme biosynthesis from glutamate","conserved",52,"PWY-5918-Suffered_from_dry_skin_in_the_last_year"
"1183","Suffered_from_dry_skin_in_the_last_year","Yes",-0.243129072851522,0.0923577384879326,398,398,0.00916274489347869,0.0220980529519621,"Ch","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","conserved",52,"PWY0-166-Suffered_from_dry_skin_in_the_last_year"
"1184","Suffered_from_dry_skin_in_the_last_year","Yes",0.751480616793037,0.287421070080541,398,390,0.00963948501893554,0.0226886814940371,"Ch","HEME-BIOSYNTHESIS-II","heme biosynthesis I (aerobic)","conserved",52,"HEME-BIOSYNTHESIS-II-Suffered_from_dry_skin_in_the_last_year"
"1185","Suffered_from_dry_skin_in_the_last_year","Yes",-0.19413132926756,0.0744500792021456,398,397,0.00983255395097064,0.0230206620280662,"Ch","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","conserved",52,"PWY-7228-Suffered_from_dry_skin_in_the_last_year"
"1186","Suffered_from_dry_skin_in_the_last_year","Yes",-0.189782747765316,0.0738684350977831,398,398,0.0109484008727774,0.0251019035554611,"Ch","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","conserved",52,"PWY-7220-Suffered_from_dry_skin_in_the_last_year"
"1187","Suffered_from_dry_skin_in_the_last_year","Yes",-0.189782747765316,0.0738684350977831,398,398,0.0109484008727774,0.0251019035554611,"Ch","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","conserved",52,"PWY-7222-Suffered_from_dry_skin_in_the_last_year"
"1188","Suffered_from_dry_skin_in_the_last_year","Yes",0.65045802258578,0.254483426304335,398,392,0.011358259554337,0.0257516709284245,"Ch","PWY-5189","tetrapyrrole biosynthesis II (from glycine)","conserved",52,"PWY-5189-Suffered_from_dry_skin_in_the_last_year"
"1189","Suffered_from_dry_skin_in_the_last_year","Yes",-0.240808079502382,0.095620749539981,398,397,0.0126023626450114,0.0280228415598871,"Ch","HISTSYN-PWY","L-histidine biosynthesis","conserved",52,"HISTSYN-PWY-Suffered_from_dry_skin_in_the_last_year"
"1190","Suffered_from_dry_skin_in_the_last_year","Yes",-0.233802465821157,0.0929374314647438,398,398,0.0126950585296407,0.0281582125281504,"Ch","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","conserved",52,"PWY-7184-Suffered_from_dry_skin_in_the_last_year"
"1191","Suffered_from_dry_skin_in_the_last_year","Yes",0.665428507603753,0.265179464760782,398,388,0.012917916026186,0.0285096151700115,"Ch","PWY-724","superpathway of L-lysine, L-threonine and L-methionine biosynthesis II","conserved",52,"PWY-724-Suffered_from_dry_skin_in_the_last_year"
"1192","Suffered_from_dry_skin_in_the_last_year","Yes",-0.165131622069859,0.0668076627015403,398,398,0.014311529803191,0.0308919606727415,"Ch","PWY-7219","adenosine ribonucleotides de novo biosynthesis","conserved",52,"PWY-7219-Suffered_from_dry_skin_in_the_last_year"
"1193","Suffered_from_dry_skin_in_the_last_year","Yes",0.559788560988457,0.228062325342096,398,395,0.0149925559543216,0.0320493043951077,"Ch","PWY-4981","L-proline biosynthesis II (from arginine)","conserved",52,"PWY-4981-Suffered_from_dry_skin_in_the_last_year"
"1194","Suffered_from_dry_skin_in_the_last_year","Yes",0.764938827889351,0.313833473267525,398,382,0.0156994098813711,0.0331598514200798,"Ch","P108-PWY","pyruvate fermentation to propanoate I","conserved",52,"P108-PWY-Suffered_from_dry_skin_in_the_last_year"
"1195","Suffered_from_dry_skin_in_the_last_year","Yes",-0.268856651266403,0.112665596542034,398,396,0.0179844273862186,0.0373620146403838,"Ch","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",52,"PWY-7199-Suffered_from_dry_skin_in_the_last_year"
"1196","Suffered_from_dry_skin_in_the_last_year","Yes",0.716678033583115,0.311204732885791,398,379,0.0223497025092936,0.0448514438111674,"Ch","PWY-5173","superpathway of acetyl-CoA biosynthesis","conserved",52,"PWY-5173-Suffered_from_dry_skin_in_the_last_year"
"1197","TEWL_forearm","TEWL_forearm",0.0833583609707517,0.0309880744630043,398,398,0.00777102290250636,0.0256617733907393,"Ch","PWY-7208","superpathway of pyrimidine nucleobases salvage","conserved",NA,"PWY-7208-TEWL_forearm"
"1198","TEWL_forearm","TEWL_forearm",0.106719923451996,0.0401878803158409,398,397,0.00858026413190834,0.0279174035174224,"Ch","PWY-6151","S-adenosyl-L-methionine cycle I","conserved",NA,"PWY-6151-TEWL_forearm"
"1199","TEWL_forearm","TEWL_forearm",0.119036431426208,0.0457415948754926,398,397,0.0099768095709589,0.0311995634992884,"Ch","PWY-7357","thiamin formation from pyrithiamine and oxythiamine (yeast)","conserved",NA,"PWY-7357-TEWL_forearm"
"1200","TEWL_forearm","TEWL_forearm",0.0835990457047654,0.0333006967470334,398,398,0.0128798233637279,0.0385089313408757,"Ch","DAPLYSINESYN-PWY","L-lysine biosynthesis I","conserved",NA,"DAPLYSINESYN-PWY-TEWL_forearm"
"1201","TEWL_forearm","TEWL_forearm",0.090504917502859,0.0361202059369998,398,398,0.0130491931228916,0.0388839593055861,"Ch","UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","conserved",NA,"UDPNAGSYN-PWY-TEWL_forearm"
"1202","TEWL_forearm","TEWL_forearm",0.129269142974987,0.0518582023578487,398,397,0.0135177940209935,0.0398774923619308,"Ch","COA-PWY","coenzyme A biosynthesis I","conserved",NA,"COA-PWY-TEWL_forearm"
"1203","TEWL_forearm","TEWL_forearm",0.112781764040915,0.0458817530174926,398,397,0.0148495542420993,0.0425302767128088,"Ch","PWY-6897","thiamin salvage II","conserved",NA,"PWY-6897-TEWL_forearm"
"1204","TEWL_forearm","TEWL_forearm",0.116013140574487,0.0472362402481019,398,398,0.0149329508688544,0.0426311661901166,"Ch","PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","conserved",NA,"PWY-6147-TEWL_forearm"
"1205","TEWL_forearm","TEWL_forearm",0.0884216345418241,0.0361720301286204,398,398,0.0154042403876719,0.043555120584951,"Ch","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",NA,"NONMEVIPP-PWY-TEWL_forearm"
"1206","TEWL_forearm","TEWL_forearm",0.0972363767058529,0.0410475608777828,398,398,0.0188299349592402,0.0499806482766826,"Ch","PWY-7560","methylerythritol phosphate pathway II","conserved",NA,"PWY-7560-TEWL_forearm"
"1207","Current_or_past_acne_severity","Severe",1.64804103956875,0.610329467267819,398,351,0.00754779079926601,0.0477479809257915,"Fo","PWY0-1297","superpathway of purine deoxyribonucleosides degradation","variable",15,"PWY0-1297-Current_or_past_acne_severity"
"1208","Current_skin_condition_severity","Moderate",-0.609314594968574,0.190834894885854,398,397,0.00164746978875331,0.0153237258433356,"Fo","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",17,"PWY-7199-Current_skin_condition_severity"
"1209","Ever_AllergicRhinitis_Diagnosis","Yes",2.32822473469979,0.882276857516716,398,394,0.00899729016334421,0.0459335339918099,"Fo","NONOXIPENT-PWY","pentose phosphate pathway (non-oxidative branch)","conserved",7,"NONOXIPENT-PWY-Ever_AllergicRhinitis_Diagnosis"
"1210","Ever_have_had_eczema","Yes",-0.340054405737139,0.128918691320956,398,397,0.00902648694830915,0.0453662815536781,"Fo","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",44,"PWY-7199-Ever_have_had_eczema"
"1211","Face_wash_last_time","This morning",-4.45785377801622,1.64060220522528,398,394,0.00718549636976679,0.0452103663481543,"Fo","NONOXIPENT-PWY","pentose phosphate pathway (non-oxidative branch)","conserved",181,"NONOXIPENT-PWY-Face_wash_last_time"
"1212","Gender","Male",-1.88935255399222,0.356374076000095,398,332,3.06485246864029e-07,4.57370291474012e-06,"Fo","PWY0-1586","peptidoglycan maturation (meso-diaminopimelate containing)","variable",96,"PWY0-1586-Gender"
"1213","Gender","Male",-1.68026223176462,0.333882064252461,398,359,1.08805852814201e-06,1.08093269394219e-05,"Fo","PWY-5154","L-arginine biosynthesis III (via N-acetyl-L-citrulline)","variable",96,"PWY-5154-Gender"
"1214","Gender","Male",-1.2010826158412,0.242989878546319,398,388,1.64178788392502e-06,1.41625125120242e-05,"Fo","GLUTORN-PWY","L-ornithine biosynthesis","conserved",96,"GLUTORN-PWY-Gender"
"1215","Gender","Male",0.386475463051673,0.0802956783643503,398,397,2.95203939060423e-06,2.12109496954526e-05,"Fo","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","conserved",96,"PWY-7184-Gender"
"1216","Gender","Male",-1.57824796229455,0.329757640712742,398,368,3.33162825886228e-06,2.30834243649744e-05,"Fo","PWY-7663","gondoate biosynthesis (anaerobic)","variable",96,"PWY-7663-Gender"
"1217","Gender","Male",-1.5527129214511,0.325624988346381,398,371,3.60451005127872e-06,2.41129293085542e-05,"Fo","ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","variable",96,"ARGSYNBSUB-PWY-Gender"
"1218","Gender","Male",0.379460701322215,0.0812120955951397,398,397,5.50586023532395e-06,3.14157907544955e-05,"Fo","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","conserved",96,"PWY0-166-Gender"
"1219","Gender","Male",-1.37156609775409,0.295368194107683,398,389,6.24715671094852e-06,3.27553622141625e-05,"Fo","PWY-5173","superpathway of acetyl-CoA biosynthesis","conserved",96,"PWY-5173-Gender"
"1220","Gender","Male",0.489621647776992,0.108995445005096,398,397,1.20018325957512e-05,5.67891591116032e-05,"Fo","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",96,"PWY-7199-Gender"
"1221","Gender","Male",-1.50520700476903,0.338625537429,398,369,1.46551886337981e-05,6.30334689443449e-05,"Fo","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","variable",96,"HEMESYN2-PWY-Gender"
"1222","Gender","Male",-1.5987411376951,0.360458332236234,398,347,1.52709950535268e-05,6.30334689443449e-05,"Fo","TRPSYN-PWY","L-tryptophan biosynthesis","variable",96,"TRPSYN-PWY-Gender"
"1223","Gender","Male",-1.54470825683085,0.354743924850369,398,351,2.14313248067767e-05,8.48505512758098e-05,"Fo","TCA-GLYOX-BYPASS","superpathway of glyoxylate bypass and TCA","variable",96,"TCA-GLYOX-BYPASS-Gender"
"1224","Gender","Male",-1.3119204599653,0.302364570001657,398,376,2.2863483923013e-05,8.87103176212905e-05,"Fo","TCA","TCA cycle I (prokaryotic)","variable",96,"TCA-Gender"
"1225","Gender","Male",-1.31587190463734,0.307350262833689,398,364,2.89963498856048e-05,9.8668333530553e-05,"Fo","PWY-5920","superpathway of heme biosynthesis from glycine","variable",96,"PWY-5920-Gender"
"1226","Gender","Male",0.369572517710834,0.0866987274625549,398,397,3.12990182297358e-05,0.000102915415874047,"Fo","PWY-3841","folate transformations II","conserved",96,"PWY-3841-Gender"
"1227","Gender","Male",-1.36291306576758,0.32350308951671,398,374,3.83394122545407e-05,0.000123964099623015,"Fo","PWY66-389","phytol degradation","variable",96,"PWY66-389-Gender"
"1228","Gender","Male",-1.4442924226442,0.34886187257928,398,355,5.14659462371622e-05,0.000161038605967895,"Fo","PWY-6385","peptidoglycan biosynthesis III (mycobacteria)","variable",96,"PWY-6385-Gender"
"1229","Gender","Male",-1.39835775769074,0.342293748207199,398,368,6.40287007255186e-05,0.000194086999074228,"Fo","PWY0-1319","CDP-diacylglycerol biosynthesis II","variable",96,"PWY0-1319-Gender"
"1230","Gender","Male",-1.38321530028351,0.340186406880025,398,368,6.90908050138938e-05,0.00020360671245218,"Fo","PWY-5667","CDP-diacylglycerol biosynthesis I","variable",96,"PWY-5667-Gender"
"1231","Gender","Male",0.401112357015168,0.099042642325573,398,398,7.36423164647804e-05,0.000212117375655351,"Fo","PWY-6151","S-adenosyl-L-methionine cycle I","conserved",96,"PWY-6151-Gender"
"1232","Gender","Male",0.42403213403069,0.105044153867784,398,398,7.75693646542319e-05,0.000218093575984362,"Fo","PWY-6897","thiamin salvage II","conserved",96,"PWY-6897-Gender"
