"","ID","metadata","Dermotype_size","coef","stderr","N","N.not.0","pval","qval","Site","class","Superclass1","Superclass2","Superclass3","Superclass4","label_1","label_2","pwy","prev","HighPrev","Type","ave_abund","rank","percentile","Subclass"
"1304","PANTOSYN-PWY","binary_outcome","Sc-2",1.57165659960123,0.313548070278474,396,286,8.31271270810336e-07,6.94415634762293e-06,"Sc","Biosynthesis|Cofactor-Biosynthesis|CoA-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","CoA-Biosynthesis",NA,"Cofactor-Syn","Coa-Syn","pantothenate and coenzyme A biosynthesis I",0.765765765765766,"N","all_low",0.00393786680072922,71,0.868913857677903,"Cofactor Syn"
"1305","PHOSLIPSYN-PWY","binary_outcome","Sc-2",1.37828552806458,0.291262542449505,396,145,3.18713864724576e-06,2.18318997336334e-05,"Sc","Biosynthesis|Lipid-Biosynthesis|Phospholipid-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Phospholipid-Biosynthesis",NA,"Lipid-Syn","Phospholipid-Syn","superpathway of phospholipid biosynthesis I (bacteria)",0.477477477477477,"N","all_low",0.000843713257292702,130,0.758426966292135,"Lipid metabolism"
"1306","PWY-1042","binary_outcome","Sc-2",1.74064019180429,0.36619134625375,396,311,2.82788207373149e-06,1.99700950567636e-05,"Sc","Energy-Metabolism|GLYCOLYSIS-VARIANTS","Energy-Metabolism","GLYCOLYSIS-VARIANTS",NA,NA,"Glycolysis-Variants"," ","glycolysis IV (plant cytosol)",0.828828828828829,"N","all_low",0.00493101410052362,62,0.885767790262172,"Energy metabolism"
"1307","PWY-1861","binary_outcome","Sc-2",1.38928231121005,0.429884284891312,396,210,0.00134418145633776,0.00500660666131581,"Sc","Degradation|C1-COMPOUNDS|Formaldehyde-Assimilation","Degradation","C1-COMPOUNDS","Formaldehyde-Assimilation",NA,"C1-Compounds","Formaldehyde-Assimilation","formaldehyde assimilation II (RuMP Cycle)",0.612612612612613,"N","all_low",0.00104721503057346,120,0.777153558052434,"C1 Compounds"
"1308","PWY-2941","binary_outcome","Sc-2",1.07315062627998,0.350917459291263,396,235,0.00240282680635961,0.00818873812117579,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","LYSINE-SYN","Amino-Acid-Syn","Lysine-Syn","L-lysine biosynthesis II",0.63963963963964,"N","all_low",0.00278089741412777,81,0.850187265917603,"Amino acid metabolism"
"1309","PWY-2942","binary_outcome","Sc-2",-0.514070036654504,0.119949252690161,396,390,2.31942529758592e-05,0.000135795412721911,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","LYSINE-SYN","Amino-Acid-Syn","Lysine-Syn","L-lysine biosynthesis III",0.972972972972973,"Y","conserved",0.0177080885949923,21,0.962546816479401,"Amino acid metabolism"
"1310","PWY-3001","binary_outcome","Sc-2",1.95201558984476,0.269601025431698,396,355,2.42373452063716e-12,8.30129073318226e-11,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ISOLEUCINE-SYN","Amino-Acid-Syn","Isoleucine-Syn","superpathway of L-isoleucine biosynthesis I",0.936936936936937,"N","all_low",0.00621396457621784,50,0.908239700374532,"Amino acid metabolism"
"1311","PWY-3781","binary_outcome","Sc-2",1.59413507505393,0.390552420067248,396,218,5.50957749597895e-05,0.000290312352672737,"Sc","Energy-Metabolism|Respiration|AEROBIC-RESPIRATION","Energy-Metabolism","Respiration","AEROBIC-RESPIRATION",NA,"Respiration","Aerobic-Respiration","aerobic respiration I (cytochrome c)",0.612612612612613,"N","all_low",0.00120385112964839,111,0.794007490636704,"Energy metabolism"
"1312","PWY-3841","binary_outcome","Sc-2",-0.467936283933293,0.147195358135714,396,389,0.00161419048036053,0.00575896082836959,"Sc","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Folate-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Folate-Biosynthesis","Vitamin-Syn","Folate-Syn","folate transformations II",0.972972972972973,"Y","conserved",0.0180943519520696,18,0.968164794007491,"Vitamin Syn"
"1313","PWY-4242","binary_outcome","Sc-2",-0.797028144605781,0.090834934163216,396,390,5.83383574569268e-17,3.33014790483291e-15,"Sc","Biosynthesis|Cofactor-Biosynthesis|CoA-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","CoA-Biosynthesis",NA,"Cofactor-Syn","Coa-Syn","pantothenate and coenzyme A biosynthesis III",0.972972972972973,"Y","conserved",0.0211770267227386,12,0.97940074906367,"Cofactor Syn"
"1314","PWY-4981","binary_outcome","Sc-2",0.77534917509196,0.26287886141231,396,383,0.00337867450953353,0.011073646119763,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|PROLINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","PROLINE-SYN","Amino-Acid-Syn","Proline-Syn","L-proline biosynthesis II (from arginine)",0.963963963963964,"Y","conserved",0.0113880021914256,30,0.945692883895131,"Amino acid metabolism"
"1315","PWY-4984","binary_outcome","Sc-2",1.82802841237857,0.329959777949583,396,291,5.97404298756283e-08,6.49558642298499e-07,"Sc","Degradation|Noncarbon-Nutrients|NITROGEN-DEG","Degradation","Noncarbon-Nutrients","NITROGEN-DEG",NA,"Noncarbon-Nutrients","Nitrogen-Deg","urea cycle",0.810810810810811,"N","all_low",0.00218270756370415,88,0.837078651685393,"Noncarbon Nutrients"
"1316","PWY-5097","binary_outcome","Sc-2",-0.545521747357937,0.117312490980951,396,390,4.62790460363181e-06,3.10795554263509e-05,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|LYSINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","LYSINE-SYN","Amino-Acid-Syn","Lysine-Syn","L-lysine biosynthesis VI",0.972972972972973,"Y","conserved",0.0179231767576464,20,0.964419475655431,"Amino acid metabolism"
"1317","PWY-5100","binary_outcome","Sc-2",2.36702151481041,0.409040031916518,396,252,1.54721602007837e-08,1.9269872250067e-07,"Sc","Energy-Metabolism|Fermentation|Pyruvate-Degradation","Energy-Metabolism","Fermentation","Pyruvate-Degradation",NA,"Fermentation","Pyruvate-Deg","pyruvate fermentation to acetate and lactate II",0.747747747747748,"N","all_low",0.00214391444150953,89,0.835205992509363,"Energy metabolism"
"1318","PWY-5103","binary_outcome","Sc-2",2.10305136687917,0.306022617476493,396,358,2.71667399379052e-11,6.89230253980187e-10,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ISOLEUCINE-SYN","Amino-Acid-Syn","Isoleucine-Syn","L-isoleucine biosynthesis III",0.927927927927928,"N","all_low",0.0059183852209578,52,0.904494382022472,"Amino acid metabolism"
"1319","PWY-5121","binary_outcome","Sc-2",1.21958815810226,0.2966428527438,396,147,4.95380577153244e-05,0.000263050926627885,"Sc","Biosynthesis|Cofactor-Biosynthesis|Polyprenyl-Biosynthesis|GGPP-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Polyprenyl-Biosynthesis","GGPP-Biosynthesis","Cofactor-Syn","Polyprenyl-Syn","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",0.432432432432432,"N","all_low",0.000977910915432509,121,0.775280898876405,"Cofactor Syn"
"1320","PWY-5136","binary_outcome","Sc-2",1.66298449671855,0.385775470960906,396,187,2.07428511832136e-05,0.00012355524400436,"Sc","Degradation|Fatty-Acid-and-Lipid-Degradation|Fatty-Acid-Degradation","Degradation","Fatty-Acid-and-Lipid-Degradation","Fatty-Acid-Degradation",NA,"Fatty-Acid&Lipid-Deg","Fatty-Acid-Deg","fatty acid &beta;-oxidation II (peroxisome)",0.585585585585586,"N","all_low",0.000810750626262665,134,0.750936329588015,"Lipid metabolism"
"1321","PWY-5154","binary_outcome","Sc-2",2.4370587733194,0.350236468489123,396,259,1.68279346063331e-11,4.80297300222423e-10,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ARGININE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ARGININE-SYN","Amino-Acid-Syn","Arginine-Syn","L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.783783783783784,"N","all_low",0.00169943629972055,95,0.823970037453184,"Amino acid metabolism"
"1322","PWY-5173","binary_outcome","Sc-2",3.19710665522401,0.368278003922117,396,328,1.32217346181963e-16,6.96683708728038e-15,"Sc","Energy-Metabolism|Acetyl-CoA-Biosynthesis","Energy-Metabolism","Acetyl-CoA-Biosynthesis",NA,NA,"Acetyl-Coa-Syn"," ","superpathway of acetyl-CoA biosynthesis",0.954954954954955,"Y","variable",0.00637676230908688,48,0.911985018726592,"Energy metabolism"
"1323","PWY-5188","binary_outcome","Sc-2",0.719509452425729,0.192118853089851,396,390,0.000207746836694003,0.000918106987970272,"Sc","Biosynthesis|Cofactor-Biosynthesis|Tetrapyrrole-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Tetrapyrrole-Biosynthesis",NA,"Cofactor-Syn","Tetrapyrrole-Syn","tetrapyrrole biosynthesis I (from glutamate)",0.981981981981982,"Y","conserved",0.0128909932381024,29,0.947565543071161,"Cofactor Syn"
"1324","PWY-5189","binary_outcome","Sc-2",2.11245508256231,0.278178071425545,396,368,2.55404806622565e-13,9.71957180758094e-12,"Sc","Biosynthesis|Cofactor-Biosynthesis|Tetrapyrrole-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Tetrapyrrole-Biosynthesis",NA,"Cofactor-Syn","Tetrapyrrole-Syn","tetrapyrrole biosynthesis II (from glycine)",0.972972972972973,"Y","variable",0.00824367760176133,38,0.930711610486891,"Cofactor Syn"
"1325","PWY-5345","binary_outcome","Sc-2",1.21436908211533,0.294445969653421,396,138,4.62850810060946e-05,0.000249647877867518,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|METHIONINE-SYN|Methionine-De-novo-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","METHIONINE-SYN","Amino-Acid-Syn","Methionine-Syn","superpathway of L-methionine biosynthesis (by sulfhydrylation)",0.45945945945946,"N","all_low",0.000941603105099638,122,0.773408239700375,"Amino acid metabolism"
"1326","PWY-5484","binary_outcome","Sc-2",1.46324949798084,0.294631317099018,396,173,1.0727149658687e-06,8.85312953759108e-06,"Sc","Energy-Metabolism|GLYCOLYSIS-VARIANTS","Energy-Metabolism","GLYCOLYSIS-VARIANTS",NA,NA,"Glycolysis-Variants"," ","glycolysis II (from fructose 6-phosphate)",0.567567567567568,"N","all_low",0.00109667934461781,116,0.784644194756554,"Energy metabolism"
"1327","PWY-5659","binary_outcome","Sc-2",2.23799544545703,0.430011833156728,396,261,3.15214206145749e-07,2.91786123256538e-06,"Sc","Biosynthesis|Carbohydrates-Biosynthesis|CARBO-BIOSYNTHESIS|SUGAR-NUCLEOTIDES|GDP-Sugar-Biosynthesis","Biosynthesis","Carbohydrates-Biosynthesis","CARBO-BIOSYNTHESIS","SUGAR-NUCLEOTIDES","Carbohydrates-Syn","Carbo-Syn","GDP-mannose biosynthesis",0.810810810810811,"N","all_low",0.00423359200549394,67,0.876404494382023,"Carbohydrate metabolism"
"1328","PWY-5667","binary_outcome","Sc-2",2.14318465363713,0.360036476349738,396,264,6.17904659260791e-09,8.51167023784967e-08,"Sc","Biosynthesis|Lipid-Biosynthesis|Phospholipid-Biosynthesis|CDP-diacylglycerol-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Phospholipid-Biosynthesis","CDP-diacylglycerol-Biosynthesis","Lipid-Syn","Phospholipid-Syn","CDP-diacylglycerol biosynthesis I",0.774774774774775,"N","all_low",0.0016356814677324,97,0.820224719101124,"Lipid metabolism"
"1329","PWY-5686","binary_outcome","Sc-2",1.67711908591175,0.262228600324711,396,374,4.59861536454674e-10,9.54561068095307e-09,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimid-Ribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Nucleotide-Syn","Pyrimidine-Syn","UMP biosynthesis",0.963963963963964,"Y","variable",0.00792524240318799,40,0.926966292134832,"Nucleotide metabolism"
"1330","PWY-5690","binary_outcome","Sc-2",1.50417214857815,0.330341873565892,396,237,7.08249759342708e-06,4.66491428028611e-05,"Sc","Energy-Metabolism|TCA-VARIANTS","Energy-Metabolism","TCA-VARIANTS",NA,NA,"Tca-Variants"," ","TCA cycle II (plants and fungi)",0.693693693693694,"N","all_low",0.00175614991553879,93,0.827715355805243,"Energy metabolism"
"1331","PWY-5695","binary_outcome","Sc-2",1.59437190416672,0.383380461431693,396,193,4.00969781843825e-05,0.000219731440450416,"Sc","Biosynthesis|Polyamine-Biosynthesis","Biosynthesis","Polyamine-Biosynthesis",NA,NA,"Polyamine-Syn"," ","urate biosynthesis/inosine 5'-phosphate degradation",0.567567567567568,"N","all_low",0.00118047752255037,113,0.790262172284644,"Amine metabolism"
"1332","PWY-5918","binary_outcome","Sc-2",1.93746369499478,0.312186602322166,396,326,1.47333580190413e-09,2.58778211360085e-08,"Sc","Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis|HEME-SYN","Biosynthesis","Cofactor-Biosynthesis","Porphyrin-Compounds-Biosynthesis","HEME-SYN","Cofactor-Syn","Porphyrin-Compounds-Syn","superpathay of heme biosynthesis from glutamate",0.891891891891892,"N","all_low",0.00490441864463932,63,0.883895131086142,"Cofactor Syn"
"1333","PWY-5920","binary_outcome","Sc-2",1.94173130130913,0.321812546181813,396,266,3.90770831017605e-09,6.2250702150479e-08,"Sc","Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis|HEME-SYN","Biosynthesis","Cofactor-Biosynthesis","Porphyrin-Compounds-Biosynthesis","HEME-SYN","Cofactor-Syn","Porphyrin-Compounds-Syn","superpathway of heme biosynthesis from glycine",0.792792792792793,"N","all_low",0.00199460465248453,92,0.829588014981273,"Cofactor Syn"
"1334","PWY-5973","binary_outcome","Sc-2",1.74855482413523,0.363926787694329,396,214,2.36507578227803e-06,1.72125643219887e-05,"Sc","Biosynthesis|Lipid-Biosynthesis|Fatty-acid-biosynthesis|Unsaturated-Fatty-Acids-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Unsaturated-Fatty-Acids-Biosynthesis","Lipid-Syn","Fatty-Acid-Syn","cis-vaccenate biosynthesis",0.621621621621622,"N","all_low",0.00118336986921309,112,0.792134831460674,"Lipid metabolism"
"1335","PWY-6121","binary_outcome","Sc-2",1.66981476553001,0.278438415066581,396,376,4.93953181199435e-09,7.35560715481768e-08,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|AIR-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","AIR-Biosynthesis","Nucleotide-Syn","Purine-Syn","5-aminoimidazole ribonucleotide biosynthesis I",0.954954954954955,"Y","variable",0.00771398579799868,41,0.925093632958802,"Nucleotide metabolism"
"1336","PWY-6122","binary_outcome","Sc-2",1.78994969150333,0.282970022409076,396,376,7.60886787031887e-10,1.44779846976901e-08,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|AIR-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","AIR-Biosynthesis","Nucleotide-Syn","Purine-Syn","5-aminoimidazole ribonucleotide biosynthesis II",0.954954954954955,"Y","variable",0.00720206395710504,43.5,0.919475655430712,"Nucleotide metabolism"
"1337","PWY-6123","binary_outcome","Sc-2",1.71484358390066,0.285456137822035,396,365,4.58098790482313e-09,6.97328158845298e-08,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Purine-Ribonuc-De-Novo-Biosynthesis|IMP-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","inosine-5'-phosphate biosynthesis I",0.918918918918919,"N","all_low",0.00523169063054692,57,0.895131086142322,"Nucleotide metabolism"
"1338","PWY-6124","binary_outcome","Sc-2",1.66286125199224,0.304491183491157,396,356,8.67319127077669e-08,9.14020926228005e-07,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis|Purine-Ribonuc-De-Novo-Biosynthesis|IMP-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","inosine-5'-phosphate biosynthesis II",0.90990990990991,"N","all_low",0.00400608808176952,69,0.872659176029963,"Nucleotide metabolism"
"1339","PWY-6125","binary_outcome","Sc-2",1.30774640994923,0.291374153566933,396,372,9.64039452171995e-06,6.17165443680202e-05,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","superpathway of guanosine nucleotides de novo biosynthesis II",0.945945945945946,"N","all_low",0.00959250022283857,31,0.943820224719101,"Nucleotide metabolism"
"1340","PWY-6126","binary_outcome","Sc-2",1.82122608612066,0.300838306667634,396,365,3.53495628626418e-09,5.90596355144138e-08,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","superpathway of adenosine nucleotides de novo biosynthesis II",0.945945945945946,"N","all_low",0.00802927408894694,39,0.928838951310861,"Nucleotide metabolism"
"1341","PWY-6147","binary_outcome","Sc-2",-0.574803617302539,0.16470342618039,396,385,0.000538364449893952,0.00219511695343665,"Sc","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Folate-Biosynthesis|6-HM-Dihydropterin-PP-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Folate-Biosynthesis","Vitamin-Syn","Folate-Syn","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",0.954954954954955,"Y","conserved",0.0214429587290196,10,0.98314606741573,"Vitamin Syn"
"1342","PWY-6151","binary_outcome","Sc-2",-0.633647992253409,0.0825920254407267,396,390,1.46189444279007e-13,6.25873558319499e-12,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|METHIONINE-SYN|Methionine-Salvage|S-adenosyl-L-methionine-cycle","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","METHIONINE-SYN","Amino-Acid-Syn","Methionine-Syn","S-adenosyl-L-methionine cycle I",0.981981981981982,"Y","conserved",0.016439174538409,26,0.953183520599251,"Amino acid metabolism"
"1343","PWY-6163","binary_outcome","Sc-2",2.69776383645209,0.380466780997849,396,327,6.59769883023261e-12,2.05428349941334e-10,"Sc","Biosynthesis|AROMATIC-COMPOUNDS-BIOSYN|Chorismate-Biosynthesis","Biosynthesis","AROMATIC-COMPOUNDS-BIOSYN","Chorismate-Biosynthesis",NA,"Aromatic-Compounds-Syn","Chorismate-Syn","chorismate biosynthesis from 3-dehydroquinate",0.936936936936937,"N","all_low",0.0173839412423584,22,0.960674157303371,"Aromatic Compounds Syn"
"1344","PWY-6168","binary_outcome","Sc-2",1.640656859961,0.373855156503986,396,204,1.49430133362669e-05,9.05837534101137e-05,"Sc","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Flavin-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Flavin-Biosynthesis","Vitamin-Syn","Flavin-Syn","flavin biosynthesis III (fungi)",0.603603603603604,"N","all_low",0.00142181228995961,105,0.805243445692884,"Vitamin Syn"
"1345","PWY-6277","binary_outcome","Sc-2",1.78994969150333,0.282970022409076,396,376,7.60886787031887e-10,1.44779846976901e-08,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|AIR-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","AIR-Biosynthesis","Nucleotide-Syn","Purine-Syn","superpathway of 5-aminoimidazole ribonucleotide biosynthesis",0.954954954954955,"Y","variable",0.00720206395710504,43.5,0.919475655430712,"Nucleotide metabolism"
"1346","PWY-6386","binary_outcome","Sc-2",2.13448202128324,0.354297252411245,396,328,4.23727926076493e-09,6.59667339459996e-08,"Sc","Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Acetylmuramoyl-Pentapeptide-Biosynthesis","Biosynthesis","Cell-Structure-Biosynthesis","Cell-Wall-Biosynthesis","Acetylmuramoyl-Pentapeptide-Biosynthesis","Cell-Structure-Syn","Cell-Wall-Syn","UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.846846846846847,"N","all_low",0.00457316705970183,65,0.880149812734082,"Cell Structure Syn"
"1347","PWY-6387","binary_outcome","Sc-2",2.04286309767999,0.367706626976813,396,304,5.37807538786155e-08,5.94190587207284e-07,"Sc","Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Acetylmuramoyl-Pentapeptide-Biosynthesis","Biosynthesis","Cell-Structure-Biosynthesis","Cell-Wall-Biosynthesis","Acetylmuramoyl-Pentapeptide-Biosynthesis","Cell-Structure-Syn","Cell-Wall-Syn","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.792792792792793,"N","all_low",0.0036145025074583,75,0.861423220973783,"Cell Structure Syn"
"1348","PWY-6545","binary_outcome","Sc-2",0.876731476441683,0.271297742522919,396,81,0.00133614447056943,0.00500660666131581,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Nucleotide-Syn","Pyrimidine-Syn","pyrimidine deoxyribonucleotides de novo biosynthesis III",0.288288288288288,"N","all_low",0.000876876785476602,127,0.764044943820225,"Nucleotide metabolism"
"1349","PWY-6609","binary_outcome","Sc-2",-0.901389603011059,0.0935274720615084,396,392,1.87523914127947e-19,1.41643088644841e-17,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotides-Salvage|Adenine-Adenosine-Salvage","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotides-Salvage","Nucleotide-Syn","Purine-Syn","adenine and adenosine salvage III",0.972972972972973,"Y","conserved",0.0190377510709843,16,0.971910112359551,"Nucleotide metabolism"
"1350","PWY-6628","binary_outcome","Sc-2",1.41516584698756,0.29916629469744,396,139,3.32226014112158e-06,2.25321603630523e-05,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|PHENYLALANINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","PHENYLALANINE-SYN","Amino-Acid-Syn","Phenylalanine-Syn","superpathway of L-phenylalanine biosynthesis",0.45945945945946,"N","all_low",0.00115256358429322,114,0.788389513108614,"Amino acid metabolism"
"1351","PWY-6700","binary_outcome","Sc-2",2.5420930485213,0.374595424733062,396,293,4.77961854154364e-11,1.1289788623991e-09,"Sc","Biosynthesis|Nucleotide-Biosynthesis|Nucleic-Acid-Processing","Biosynthesis","Nucleotide-Biosynthesis","Nucleic-Acid-Processing",NA,"Nucleotide-Syn","Nucleic-Acid-Processing","queuosine biosynthesis",0.846846846846847,"N","all_low",0.00233061331909602,86,0.840823970037453,"Nucleotide metabolism"
"1352","PWY-6897","binary_outcome","Sc-2",-0.733568277666905,0.0771673413601594,396,392,2.06778231598308e-19,1.41643088644841e-17,"Sc","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Thiamine-Biosynthesis|Thiamin-Salvage","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Thiamine-Biosynthesis","Vitamin-Syn","Thiamine-Syn","thiamin salvage II",0.981981981981982,"Y","conserved",0.0251652965063886,4,0.99438202247191,"Vitamin Syn"
"1353","PWY-6936","binary_outcome","Sc-2",2.04674370160062,0.292932874445267,396,352,1.33803701857778e-11,3.9850232944599e-10,"Sc","Biosynthesis|Amino-Acid-Biosynthesis|Other-Amino-Acid-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis","Other-Amino-Acid-Biosynthesis",NA,"Amino-Acid-Syn","Other-Amino-Acid-Syn","seleno-amino acid biosynthesis",0.927927927927928,"N","all_low",0.00528155148698087,55,0.898876404494382,"Amino acid metabolism"
"1354","PWY-6969","binary_outcome","Sc-2",1.36078238543254,0.334697132917149,396,148,5.82868289328336e-05,0.000302582017079164,"Sc","Energy-Metabolism|TCA-VARIANTS","Energy-Metabolism","TCA-VARIANTS",NA,NA,"Tca-Variants"," ","TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)",0.45945945945946,"N","all_low",0.00089996715800141,125,0.767790262172285,"Energy metabolism"
"1355","PWY-7111","binary_outcome","Sc-2",2.26937161068344,0.297557745201792,396,361,1.97078693797587e-13,7.94111207360866e-12,"Sc","Energy-Metabolism|Fermentation|Pyruvate-Degradation","Energy-Metabolism","Fermentation","Pyruvate-Degradation",NA,"Fermentation","Pyruvate-Deg","pyruvate fermentation to isobutanol (engineered)",0.945945945945946,"N","all_low",0.00600151634329347,51,0.906367041198502,"Energy metabolism"
"1356","PWY-7184","binary_outcome","Sc-2",-0.345664455343395,0.146086884428817,396,385,0.0184748314160532,0.0498238563779388,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Nucleotide-Syn","Pyrimidine-Syn","pyrimidine deoxyribonucleotides de novo biosynthesis I",0.945945945945946,"N","variable",0.0162474812278586,27,0.951310861423221,"Nucleotide metabolism"
"1357","PWY-7187","binary_outcome","Sc-2",1.299088522512,0.341974615427002,396,174,0.000169603619937005,0.000784989727411137,"Sc","Biosynthesis|Nucleotide-Biosynthesis|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Nucleotide-Syn","Pyrimidine-Syn","pyrimidine deoxyribonucleotides de novo biosynthesis II",0.513513513513513,"N","all_low",0.00140009006660253,106,0.803370786516854,"Nucleotide metabolism"
