"","Site","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"437","Vf","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",0.267276021497789,0.401280068136456,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinSubclinical",0.931720252990773
"438","Vf","Irritation_pain_1_to_10","NotApplicable",999,"NotApplicable","Irritation_pain_1_to_10",0.241218023776498,0.34623425733983,"Irritation_pain_1_to_10","SkinIrritation","General","Numeric","Irritation pain 1 to 10","SkinSubclinical",0.931720252990773
"439","Vf","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",0.210440740028533,0.0897135427443874,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinSubclinical",0.931720252990773
"440","Vf","Irritation_heat_1_to_10","NotApplicable",999,"NotApplicable","Irritation_heat_1_to_10",0.202768162835304,0.291125960957022,"Irritation_heat_1_to_10","SkinIrritation","General","Numeric","Irritation heat 1 to 10","SkinSubclinical",0.931720252990773
"441","Vf","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",-0.123920955110432,0.477011404491255,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.931720252990773
"442","Vf","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",-0.0729896998324184,0.510810230151824,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinSubclinical",0.931720252990773
"443","Vf","Sebum_cheek","NotApplicable",999,"NotApplicable","Sebum_cheek",0.0168418567834125,0.308306606161917,"Sebum_cheek","SkinPhysio","Cheek","Numeric","Sebum cheek","SkinPhysio",0.931720252990773
"444","Vf","Age","NotApplicable",999,"NotApplicable","Age",-0.01559743208073,0.440297710692814,"Age","Demographic","Demographics","Numeric","Age","Demographic",0.931720252990773
"445","Ll","Ethnicity_East_Asian","1",118,"0","Ethnicity_East_Asian1",0.562642119308019,0.235853139168851,"Ethnicity","Demographic","Demographics","Character","Ethnicity (East Asian)","Demographic",0.933585342543369
"446","Ch","Routinely_wax_underarms_Yes","1",14,"0","Routinely_wax_underarms_Yes1",0.184991785350675,0.785114157269173,"Routinely_wax_underarms","SkinBehavior","Underarm","Character","Routinely wax underarms","SkinBehavior",0.934195904503587
"447","Ch","Face_wash_last_time_This_morning","1",179,"0","Face_wash_last_time_This_morning1",-0.16534322026016,0.781036345863989,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.934195904503587
"448","Ch","Body_sites_affected_by_eczema_Hands_and_feet","1",19,"0","Body_sites_affected_by_eczema_Hands_and_feet1",0.165343220260159,0.78103634586399,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.934195904503587
"449","Ch","Topical_antimicrobial_use_in_the_last_month_Yes","1",24,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",-0.157185583522451,0.786691288003021,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.934195904503587
"450","Ch","Hair_covering_frequency_Never","1",124,"0","Hair_covering_frequency_Never1",0.118808151071704,0.755022587335978,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Never)","SkinBehavior",0.934195904503587
"451","Ub","Hair_covering_frequency_Ocassionally","1",46,"0","Hair_covering_frequency_Ocassionally1",-0.0844970396682446,0.855826436164635,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Ocassionally)","SkinBehavior",0.934245613629998
"452","Ub","Hair_chemical_treatment_last_time_>_1_week_ago","``1",72,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",0.0676586486077273,0.865406463151998,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.934245613629998
"453","Ub","Irritation_hot_flashes_1_to_10","NotApplicable",999,"NotApplicable","Irritation_hot_flashes_1_to_10",0.0418633681871736,0.846862437490666,"Irritation_hot_flashes_1_to_10","SkinIrritation","General","Numeric","Irritation hot flashes 1 to 10","SkinSubclinical",0.934245613629998
"454","Ac","Current_skin_condition_severity_Moderate","1",17,"0","Current_skin_condition_severity_Moderate1",0.792897583239409,0.197590756407596,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Moderate)","SkinDisease",0.935891798723788
"455","Ac","Routinely_use_underarm_deodorant_Yes","1",50,"0","Routinely_use_underarm_deodorant_Yes1",-0.705075751424979,0.21630372586845,"Routinely_use_underarm_deodorant","SkinBehavior","Underarm","Character","Routinely use underarm deodorant","SkinBehavior",0.935891798723788
"456","Ac","Irritation_burning_1_to_10","NotApplicable",999,"NotApplicable","Irritation_burning_1_to_10",0.304472862655319,0.216732837599193,"Irritation_burning_1_to_10","SkinIrritation","General","Numeric","Irritation burning 1 to 10","SkinSubclinical",0.935891798723788
"457","Ch","Irritation_hot_flashes_1_to_10","NotApplicable",999,"NotApplicable","Irritation_hot_flashes_1_to_10",0.0513190565957227,0.80020902724745,"Irritation_hot_flashes_1_to_10","SkinIrritation","General","Numeric","Irritation hot flashes 1 to 10","SkinSubclinical",0.938516760351948
"458","Ll","Routinely_shave_underarms_last_time_Yesterday","1",32,"0","Routinely_shave_underarms_last_time_Yesterday1",-0.82927935478655,0.278558957452488,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Yesterday)","SkinBehavior",0.945110748499512
"459","Ll","Sensitive_trunk_Yes","1",20,"0","Sensitive_trunk_Yes1",0.680568397236566,0.262447139939097,"Sensitive_trunk","SkinSensitivity","Trunk","Character","Sensitive trunk","SkinSubclinical",0.945110748499512
"460","Ll","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",0.0905586374968669,0.274278426002258,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinSubclinical",0.945110748499512
"461","Ll","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",-0.0194498197991936,0.272813216969477,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.945110748499512
"462","Ps","Face_wash_last_time_Yesterday_evening","1",17,"0","Face_wash_last_time_Yesterday_evening1",-0.174629211171105,0.792043778592553,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (Yesterday evening)","SkinBehavior",0.94572755793842
"463","Ps","Ever_have_had_itchy_skin_Yes","1",91,"0","Ever_have_had_itchy_skin_Yes1",0.0891585410819981,0.801395374090102,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinSubclinical",0.94572755793842
"464","Ps","Hair_chemical_treatment_Yes","1",83,"0","Hair_chemical_treatment_Yes1",-0.0883691504504742,0.806357180979074,"Hair_chemical_treatment","SkinBehavior","Scalp","Character","Hair chemical treatment","SkinBehavior",0.94572755793842
"465","Ub","Sensitive_trunk_Yes","1",20,"0","Sensitive_trunk_Yes1",-0.0912615463727312,0.889721752359359,"Sensitive_trunk","SkinSensitivity","Trunk","Character","Sensitive trunk","SkinSubclinical",0.949702994091451
"466","Vf","Currently_have_fungal_FeetBodyGroin_Yes","1",12,"0","Currently_have_fungal_FeetBodyGroin_Yes1",0.445906076819049,0.581287693824204,"Currently_have_fungal_FeetBodyGroin","SkinCondition","General","Character","Currently have fungal FeetBodyGroin","SkinDisease",0.952109153677576
"467","Ub","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",0.0233975801326954,0.902370036556088,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinSubclinical",0.952501705253649
"468","Ub","Itchy_arms_Yes","1",26,"0","Itchy_arms_Yes1",-0.0602188519479828,0.917507156407442,"Itchy_arms","SkinItch","Arms","Character","Itchy arms","SkinSubclinical",0.954580421418499
"469","Ub","Routinely_shave_bikine_line_last_time_Yesterday","1",30,"0","Routinely_shave_bikine_line_last_time_Yesterday1",0.0505522798772739,0.924435776531599,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.954580421418499
"470","Fo","Currently_have_fungal_FeetBodyGroin_Yes","1",12,"0","Currently_have_fungal_FeetBodyGroin_Yes1",0.0858612874357845,0.914582376502774,"Currently_have_fungal_FeetBodyGroin","SkinCondition","General","Character","Currently have fungal FeetBodyGroin","SkinDisease",0.954783799645753
"471","Ac","Hair_length_<_5cm","``1",66,"0","`Hair_length_<_5cm`1",-0.588787062764954,0.231610914455748,"Hair_length","SkinBehavior","Scalp","Character","Hair length (< 5cm)","SkinBehavior",0.956653777099827
"472","Ub","Routinely_shave_underarms_last_time_Yesterday","1",32,"0","Routinely_shave_underarms_last_time_Yesterday1",-0.0405933952256327,0.938981760473421,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Yesterday)","SkinBehavior",0.959174916612634
"473","Fo","Hair_chemical_treatment_last_time_>_1_week_ago","``1",72,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",-0.0358820172147656,0.929954688798851,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.960279298216205
"474","Ac","Currently_use_hair_loss_treatment_product_Yes","1",18,"0","Currently_use_hair_loss_treatment_product_Yes1",0.712440383421662,0.243561101909623,"Currently_use_hair_loss_treatment_product","SkinTreatment","Scalp","Character","Currently use hair loss treatment product","SkinDisease",0.964096028392258
"475","Fo","Creases_affected_by_itchy_skin_Yes","1",25,"0","Creases_affected_by_itchy_skin_Yes1",0.0363676404984332,0.950374076027784,"Creases_affected_by_itchy_skin","SkinItch","General","Character","Creases affected by itchy skin","SkinSubclinical",0.970812228200424
"476","Ub","Sensitive_arms_Yes","1",19,"0","Sensitive_arms_Yes1",-0.0239924263448654,0.971045686240195,"Sensitive_arms","SkinSensitivity","Arms","Character","Sensitive arms","SkinSubclinical",0.971045686240198
"477","Ub","Body_sites_affected_by_eczema_Hands_and_feet","1",19,"0","Body_sites_affected_by_eczema_Hands_and_feet1",-0.0239924263448636,0.971045686240198,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.971045686240198
"478","Ps","Routinely_shave_bikine_line_last_time_Today","1",11,"0","Routinely_shave_bikine_line_last_time_Today1",-0.131028262406667,0.87031055061508,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Today)","SkinBehavior",0.972700027158031
"479","Ps","Hair_chemical_treatment_last_time_<_1_week_ago","``1",11,"0","`Hair_chemical_treatment_last_time_<_1_week_ago`1",-0.131028262406667,0.87031055061508,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (< 1 week ago)","SkinBehavior",0.972700027158031
"480","Ps","Routinely_use_underarm_whitening_product_Yes","1",77,"0","Routinely_use_underarm_whitening_product_Yes1",0.0686285063894579,0.849478165062719,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.972700027158031
"481","Ps","Hair_chemical_treatment_last_time_>_1_week_ago","``1",72,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",-0.0643617021116544,0.861970397142208,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.972700027158031
"482","Sc","Sensitive_other_site_Yes","1",13,"0","Sensitive_other_site_Yes1",1.29675453777689,0.0326326609151079,"Sensitive_other_site","SkinSensitivity","Other_site","Character","Sensitive other site","SkinSubclinical",0.975797859891797
"483","Sc","Itchy_scalp_Yes","1",11,"0","Itchy_scalp_Yes1",1.17708390410964,0.0742652353026434,"Itchy_scalp","SkinItch","Scalp","Character","Itchy scalp","SkinSubclinical",0.975797859891797
"484","Sc","Current_or_past_acne_severity_Severe","1",15,"0","Current_or_past_acne_severity_Severe1",-1.04916401322979,0.319392809189994,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Severe)","SkinDisease",0.975797859891797
"485","Sc","Itchy_arms_Yes","1",26,"0","Itchy_arms_Yes1",1.00822822720044,0.0351189780832856,"Itchy_arms","SkinItch","Arms","Character","Itchy arms","SkinSubclinical",0.975797859891797
"486","Sc","Hair_chemical_treatment_location_Non-professional","``1",44,"0","`Hair_chemical_treatment_location_Non-professional`1",0.92127827337865,0.0263438807794084,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Non-professional)","SkinBehavior",0.975797859891797
"487","Sc","Current_skin_condition_severity_Moderate","1",17,"0","Current_skin_condition_severity_Moderate1",0.865646999056855,0.129997815570039,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Moderate)","SkinDisease",0.975797859891797
"488","Sc","Routinely_shave_bikine_line_last_time_Today","1",10,"0","Routinely_shave_bikine_line_last_time_Today1",0.854310511847722,0.234758010485264,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Today)","SkinBehavior",0.975797859891797
"489","Sc","Topical_antimicrobial_use_in_the_last_month_Yes","1",24,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",-0.829279354884445,0.278561744907925,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.975797859891797
"490","Sc","Body_odor_overall_Yes","1",42,"0","Body_odor_overall_Yes1",-0.731466000564564,0.195828078970344,"Body_odor_overall","BodyOdour","General","Character","Body odor overall","SkinSubclinical",0.975797859891797
"491","Sc","Swimming_location_Swimming_pool-_Chemically_treated_water","``1",22,"0","`Swimming_location_Swimming_pool-_Chemically_treated_water`1",-0.720175750477122,0.348438307838774,"Swimming_location","SkinBehavior","General","Character","Swimming location (Swimming pool- Chemically treated water)","SkinBehavior",0.975797859891797
"492","Sc","Hair_chemical_treatment_Yes","1",83,"0","Hair_chemical_treatment_Yes1",0.692047675124803,0.0761461733857759,"Hair_chemical_treatment","SkinBehavior","Scalp","Character","Hair chemical treatment","SkinBehavior",0.975797859891797
"493","Sc","Hair_chemical_treatment_last_time_>_1_week_ago","``1",72,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",0.675128675036061,0.0832793596399171,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.975797859891797
"494","Sc","Body_odor_underarm_Yes","1",40,"0","Body_odor_underarm_Yes1",-0.661894620077063,0.242807024222575,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinSubclinical",0.975797859891797
"495","Sc","Sensitive_trunk_Yes","1",20,"0","Sensitive_trunk_Yes1",-0.601209668255482,0.435950240167043,"Sensitive_trunk","SkinSensitivity","Trunk","Character","Sensitive trunk","SkinSubclinical",0.975797859891797
"496","Sc","Currently_have_fungal_FeetBodyGroin_Yes","1",12,"0","Currently_have_fungal_FeetBodyGroin_Yes1",0.590337686696691,0.396762686591173,"Currently_have_fungal_FeetBodyGroin","SkinCondition","General","Character","Currently have fungal FeetBodyGroin","SkinDisease",0.975797859891797
"497","Sc","Creases_affected_by_itchy_skin_Yes","1",25,"0","Creases_affected_by_itchy_skin_Yes1",0.579656538821476,0.259761161865275,"Creases_affected_by_itchy_skin","SkinItch","General","Character","Creases affected by itchy skin","SkinSubclinical",0.975797859891797
"498","Sc","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",-0.544992195780665,0.19629273232271,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinSubclinical",0.975797859891797
"499","Sc","Body_sites_affected_by_eczema_Hands_and_feet","1",19,"0","Body_sites_affected_by_eczema_Hands_and_feet1",-0.53731723363216,0.48745702925036,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.975797859891797
"500","Sc","Currently_use_hair_loss_treatment_product_Yes","1",19,"0","Currently_use_hair_loss_treatment_product_Yes1",-0.537317233632158,0.487457029250361,"Currently_use_hair_loss_treatment_product","SkinTreatment","Scalp","Character","Currently use hair loss treatment product","SkinDisease",0.975797859891797
"501","Sc","Routinely_shave_underarms_Yes","1",62,"0","Routinely_shave_underarms_Yes1",0.490864014982582,0.217607351017721,"Routinely_shave_underarms","SkinBehavior","Underarm","Character","Routinely shave underarms","SkinBehavior",0.975797859891797
"502","Sc","Suffered_from_dry_skin_in_the_last_year_Yes","1",52,"0","Suffered_from_dry_skin_in_the_last_year_Yes1",0.468114505673593,0.257512329303933,"Suffered_from_dry_skin_in_the_last_year","SkinDry","General","Character","Suffered from dry skin in the last year","SkinSubclinical",0.975797859891797
"503","Sc","Routinely_use_underarm_antiperspirant_Yes","1",27,"0","Routinely_use_underarm_antiperspirant_Yes1",0.465874235905127,0.360568945197889,"Routinely_use_underarm_antiperspirant","SkinBehavior","Underarm","Character","Routinely use underarm antiperspirant","SkinBehavior",0.975797859891797
"504","Sc","Sensitive_skin_overall_Yes","1",69,"0","Sensitive_skin_overall_Yes1",0.450882587798998,0.250843305326675,"Sensitive_skin_overall","SkinSensitivity","General","Character","Sensitive skin overall","SkinSubclinical",0.975797859891797
"505","Sc","Hair_length_<_5cm","``1",65,"0","`Hair_length_<_5cm`1",-0.450315674202667,0.305826861997494,"Hair_length","SkinBehavior","Scalp","Character","Hair length (< 5cm)","SkinBehavior",0.975797859891797
"506","Sc","Hair_length_>_5cm","``1",126,"0","`Hair_length_>_5cm`1",0.446675376713993,0.292649652384908,"Hair_length","SkinBehavior","Scalp","Character","Hair length (> 5cm)","SkinBehavior",0.975797859891797
"507","Sc","Ever_have_had_eczema_Yes","1",44,"0","Ever_have_had_eczema_Yes1",0.381579623119157,0.382347242613093,"Ever_have_had_eczema","SkinCondition","General","Character","Ever have had eczema","SkinDisease",0.975797859891797
"508","Sc","Irritation_heat_1_to_10","NotApplicable",999,"NotApplicable","Irritation_heat_1_to_10",-0.379587907549947,0.365822627912426,"Irritation_heat_1_to_10","SkinIrritation","General","Numeric","Irritation heat 1 to 10","SkinSubclinical",0.975797859891797
"509","Sc","Current_or_past_acne_severity_Mild","1",76,"0","Current_or_past_acne_severity_Mild1",-0.372941916397431,0.366573754845482,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Mild)","SkinDisease",0.975797859891797
"510","Sc","Routinely_use_moisturizers_Yes","1",96,"0","Routinely_use_moisturizers_Yes1",0.371942416068899,0.338752359002908,"Routinely_use_moisturizers","SkinBehavior","General","Character","Routinely use moisturizers","SkinBehavior",0.975797859891797
"511","Sc","Gender_Female","1",103,"0","Gender_Female1",0.355392070125099,0.364596868558844,"Gender","Demographic","Demographics","Character","Gender (Female)","Demographic",0.975797859891797
"512","Sc","Ever_had_acne_Yes","1",95,"0","Ever_had_acne_Yes1",-0.355392070125097,0.364596868558849,"Ever_had_acne","SkinCondition","General","Character","Ever had acne","SkinDisease",0.975797859891797
"513","Sc","Swimming_regularly_Yes","1",24,"0","Swimming_regularly_Yes1",-0.33647223658038,0.60462952615312,"Swimming_regularly","SkinBehavior","General","Character","Swimming regularly","SkinBehavior",0.975797859891797
"514","Sc","Routine_cosmetic_use_on_face_Yes","1",40,"0","Routine_cosmetic_use_on_face_Yes1",0.333491608483279,0.461804139894962,"Routine_cosmetic_use_on_face","SkinBehavior","Face","Character","Routine cosmetic use on face","SkinBehavior",0.975797859891797
"515","Sc","Age_when_itchy_skin_began_Over_10_years_old","1",81,"0","Age_when_itchy_skin_began_Over_10_years_old1",-0.330774215505445,0.412950754392669,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinSubclinical",0.975797859891797
"516","Sc","Current_skin_condition_severity_Mild","1",16,"0","Current_skin_condition_severity_Mild1",-0.323227009830356,0.679315630331412,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Mild)","SkinDisease",0.975797859891797
"517","Sc","Hair_covering_frequency_Never","1",124,"0","Hair_covering_frequency_Never1",0.322367630438212,0.435489167636495,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Never)","SkinBehavior",0.975797859891797
"518","Sc","Hair_covering_frequency_Ocassionally","1",46,"0","Hair_covering_frequency_Ocassionally1",-0.3189346159483,0.51332814315283,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Ocassionally)","SkinBehavior",0.975797859891797
"519","Sc","History_of_skin_medical_treatment_Yes","1",46,"0","History_of_skin_medical_treatment_Yes1",0.310624853124625,0.47534472722485,"History_of_skin_medical_treatment","SkinTreatment","General","Character","History of skin medical treatment","SkinDisease",0.975797859891797
"520","Sc","Currently_have_a_skin_condition_Yes","1",36,"0","Currently_have_a_skin_condition_Yes1",0.27971942002885,0.555074130150335,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.975797859891797
"521","Sc","Routinely_wax_underarms_last_time_Yesterday","1",10,"0","Routinely_wax_underarms_last_time_Yesterday1",0.275103290245124,0.735785966182879,"Routinely_wax_underarms_last_time","SkinBehavior","Underarm","Character","Routinely wax underarms last time (Yesterday)","SkinBehavior",0.975797859891797
"522","Sc","Routinely_shave_bikine_line_last_time_Yesterday","1",30,"0","Routinely_shave_bikine_line_last_time_Yesterday1",-0.262364264464679,0.64852793004993,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.975797859891797
"523","Sc","Irritation_burning_1_to_10","NotApplicable",999,"NotApplicable","Irritation_burning_1_to_10",-0.259585171375673,0.629829513063696,"Irritation_burning_1_to_10","SkinIrritation","General","Numeric","Irritation burning 1 to 10","SkinSubclinical",0.975797859891797
"524","Sc","Routinely_remove_body_hair_Yes","1",95,"0","Routinely_remove_body_hair_Yes1",0.24579113074261,0.525219716452681,"Routinely_remove_body_hair","SkinBehavior","General","Character","Routinely remove body hair","SkinBehavior",0.975797859891797
"525","Sc","Hair_wash_last_time_This_morning","1",71,"0","Hair_wash_last_time_This_morning1",-0.245370874379918,0.553365065428982,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.975797859891797
"526","Sc","Itchy_other_site_Yes","1",15,"0","Itchy_other_site_Yes1",-0.2425616371685,0.757432695015423,"Itchy_other_site","SkinItch","Other_site","Character","Itchy other site","SkinSubclinical",0.975797859891797
"527","Sc","Routinely_shave_underarms_last_time_Today","1",22,"0","Routinely_shave_underarms_last_time_Today1",-0.222689933705154,0.733336854920426,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Today)","SkinBehavior",0.975797859891797
"528","Sc","Hair_wash_last_time_Yesterday_evening","1",90,"0","Hair_wash_last_time_Yesterday_evening1",0.217723483844868,0.573217520957498,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday evening)","SkinBehavior",0.975797859891797
"529","Sc","Routinely_shave_underarms_last_time_Yesterday","1",32,"0","Routinely_shave_underarms_last_time_Yesterday1",0.217208815794417,0.664446356333416,"Routinely_shave_underarms_last_time","SkinBehavior","Underarm","Character","Routinely shave underarms last time (Yesterday)","SkinBehavior",0.975797859891797
"530","Sc","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",-0.203013727112878,0.612714298854512,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.975797859891797
"531","Sc","Sensitive_scalp_Yes","1",16,"0","Sensitive_scalp_Yes1",0.196805022612557,0.769549018864047,"Sensitive_scalp","SkinSensitivity","Scalp","Character","Sensitive scalp","SkinSubclinical",0.975797859891797
"532","Sc","Healthy_scalp_Yes","1",125,"0","Healthy_scalp_Yes1",-0.189604910185064,0.630813492466215,"Healthy_scalp","SkinHealth","Scalp","Character","Healthy scalp","SkinSubclinical",0.975797859891797
"533","Sc","Hair_covering_frequency_Daily","1",28,"0","Hair_covering_frequency_Daily1",-0.168136921801946,0.77124497678067,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Daily)","SkinBehavior",0.975797859891797
"534","Sc","Sensitive_legs_Yes","1",21,"0","Sensitive_legs_Yes1",-0.161843025450362,0.805085076899979,"Sensitive_legs","SkinSensitivity","Legs","Character","Sensitive legs","SkinSubclinical",0.975797859891797
"535","Sc","Routinely_wax_underarms_Yes","1",14,"0","Routinely_wax_underarms_Yes1",-0.156004248476529,0.843340341188589,"Routinely_wax_underarms","SkinBehavior","Underarm","Character","Routinely wax underarms","SkinBehavior",0.975797859891797
"536","Sc","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",0.154412507422025,0.382071071990306,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinSubclinical",0.975797859891797
"537","Sc","Hair_chemical_treatment_last_time_<_1_week_ago","``1",11,"0","`Hair_chemical_treatment_last_time_<_1_week_ago`1",0.150971147833922,0.85152418801426,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (< 1 week ago)","SkinBehavior",0.975797859891797
"538","Sc","Itchy_skin_in_the_last_week_Yes","1",45,"0","Itchy_skin_in_the_last_week_Yes1",0.150282258849118,0.737723767398096,"Itchy_skin_in_the_last_week","SkinItch","General","Character","Itchy skin in the last week","SkinSubclinical",0.975797859891797
"539","Sc","Currently_have_skin_conditions_not_described_above_Yes","1",170,"0","Currently_have_skin_conditions_not_described_above_Yes1",-0.14095152769383,0.792623717005283,"Currently_have_skin_conditions_not_described_above","SkinCondition","General","Character","Currently have skin conditions not described above","SkinDisease",0.975797859891797
"540","Sc","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",0.137677008759688,0.262030220148146,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinSubclinical",0.975797859891797
"541","Sc","Irritation_pain_1_to_10","NotApplicable",999,"NotApplicable","Irritation_pain_1_to_10",-0.130361950681362,0.740903592316015,"Irritation_pain_1_to_10","SkinIrritation","General","Numeric","Irritation pain 1 to 10","SkinSubclinical",0.975797859891797
"542","Sc","Ethnicity_South_Asian","1",40,"0","Ethnicity_South_Asian1",0.120875919984781,0.796922631817436,"Ethnicity","Demographic","Demographics","Character","Ethnicity (South Asian)","Demographic",0.975797859891797
"543","Sc","Currently_have_acne_Yes","1",17,"0","Currently_have_acne_Yes1",0.116139692293978,0.861898161587328,"Currently_have_acne","SkinCondition","General","Character","Currently have acne","SkinDisease",0.975797859891797
"544","Sc","Face_wash_last_time_Yesterday_evening","1",17,"0","Face_wash_last_time_Yesterday_evening1",0.116139692293977,0.861898161587329,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (Yesterday evening)","SkinBehavior",0.975797859891797
"545","Sc","Hair_wash_last_time_Yesterday_morning","1",17,"0","Hair_wash_last_time_Yesterday_morning1",0.116139692293977,0.861898161587329,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday morning)","SkinBehavior",0.975797859891797
"546","Sc","Routinely_shave_bikine_line_Yes","1",46,"0","Routinely_shave_bikine_line_Yes1",0.115831836760901,0.79601198455625,"Routinely_shave_bikine_line","SkinBehavior","Pubic","Character","Routinely shave bikine line","SkinBehavior",0.975797859891797
