"Taxa","Taxa_category","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"s__Acinetobacter_pittii_calcoaceticus_nosocomialis","Bacteria","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",-0.122605363984674,0.520758348179342,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinDiscomfort",0.911153172266801
"s__Acinetobacter_pittii_calcoaceticus_nosocomialis","Bacteria","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",-0.11336032388664,0.504675595570242,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinDiscomfort",0.911153172266801
"s__Acinetobacter_pittii_calcoaceticus_nosocomialis","Bacteria","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",-0.107042253521127,0.449620140540514,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinDiscomfort",0.911153172266801
"s__Acinetobacter_pittii_calcoaceticus_nosocomialis","Bacteria","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",0.0999999999999999,0.772448663528535,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinDiscomfort",0.911153172266801
"s__Acinetobacter_pittii_calcoaceticus_nosocomialis","Bacteria","Sebum_cheek","NotApplicable",999,"NotApplicable","Sebum_cheek",0.0746699669966996,0.0448301238076697,"Sebum_cheek","SkinPhysio","Cheek","Numeric","Sebum cheek","SkinPhysio",0.911153172266801
"s__Acinetobacter_pittii_calcoaceticus_nosocomialis","Bacteria","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",-0.018352950410553,0.333050962132692,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.911153172266801
"s__Acinetobacter_pittii_calcoaceticus_nosocomialis","Bacteria","Age","NotApplicable",999,"NotApplicable","Age",0.0152424109786555,0.574239986508141,"Age","Demographics","Demographics","Numeric","Age","Demographics",0.911153172266801
"s__Williamsia_sp_D3","Bacteria","Routinely_shave_underarms_Yes","1",3,"0","Routinely_shave_underarms_Yes1",0.222222222222222,0.894065947191921,"Routinely_shave_underarms","SkinBehavior","Underarm","Character","Routinely shave underarms","SkinBehavior",0.915353231648872
"s__Williamsia_sp_D3","Bacteria","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",-0.111111111111111,0.894065947191921,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinDiscomfort",0.915353231648872
"s__Cutibacterium_phage_P14_4","Bacteriophage","Routinely_shave_bikine_line_last_time_Yesterday","1",5,"0","Routinely_shave_bikine_line_last_time_Yesterday1",-0.0944444444444445,0.854534503717613,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.920235294613822
"s__Cutibacterium_phage_P14_4","Bacteriophage","Current_skin_condition_severity_Mild","1",5,"0","Current_skin_condition_severity_Mild1",-0.0944444444444442,0.854534503717613,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Mild)","SkinDisease",0.920235294613822
"s__Cutibacterium_phage_P14_4","Bacteriophage","Age_when_itchy_skin_began_Over_10_years_old","1",18,"0","Age_when_itchy_skin_began_Over_10_years_old1",0.0700483091787438,0.836609056923868,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinDiscomfort",0.920235294613822
"s__Cutibacterium_phage_P14_4","Bacteriophage","Ever_have_had_itchy_skin_Yes","1",20,"0","Ever_have_had_itchy_skin_Yes1",-0.0642857142857146,0.848818816810977,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinDiscomfort",0.920235294613822
"s__Cutibacterium_phage_P14_4","Bacteriophage","Routinely_remove_body_hair_Yes","1",21,"0","Routinely_remove_body_hair_Yes1",0.064285714285714,0.848818816810978,"Routinely_remove_body_hair","SkinBehavior","General","Character","Routinely remove body hair","SkinBehavior",0.920235294613822
"s__Cutibacterium_phage_P14_4","Bacteriophage","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",-0.0619279968350263,0.861496871553366,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.920235294613822
"s__Polyomavirus_HPyV6","Eukaryotic virus","Body_sites_affected_by_eczema_Hands_and_feet","1",5,"0","Body_sites_affected_by_eczema_Hands_and_feet1",0.891891891891892,0.468435533996423,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.920310819257663
"s__Polyomavirus_HPyV6","Eukaryotic virus","Body_wash_last_time_Yesterday_evening","1",14,"0","Body_wash_last_time_Yesterday_evening1",0.535714285714287,0.526460891168007,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (Yesterday evening)","SkinBehavior",0.920310819257663
"s__Polyomavirus_HPyV6","Eukaryotic virus","Body_wash_last_time_This_morning","1",28,"0","Body_wash_last_time_This_morning1",-0.535714285714286,0.526460891168007,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (This morning)","SkinBehavior",0.920310819257663
"s__Polyomavirus_HPyV6","Eukaryotic virus","Ever_had_acne_Yes","1",20,"0","Ever_had_acne_Yes1",-0.504545454545454,0.52736912114765,"Ever_had_acne","SkinCondition","General","Character","Ever had acne","SkinDisease",0.920310819257663
"s__Polyomavirus_HPyV6","Eukaryotic virus","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",0.208973639932696,0.4961405827934,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.920310819257663
"s__Polyomavirus_HPyV6","Eukaryotic virus","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",-0.161339712918661,0.485905717736143,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinDiscomfort",0.920310819257663
"s__Polyomavirus_HPyV6","Eukaryotic virus","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",0.0166850660668202,0.496516067790019,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.920310819257663
"s__Polyomavirus_HPyV7","Eukaryotic virus","Ethnicity_South_Asian","1",3,"0","Ethnicity_South_Asian1",-1.8,0.14123400335909,"Ethnicity","Demographics","Demographics","Character","Ethnicity (South Asian)","Demographics",0.922686432351393
"s__Polyomavirus_HPyV7","Eukaryotic virus","Hair_covering_frequency_Ocassionally","1",6,"0","Hair_covering_frequency_Ocassionally1",1.34848484848485,0.143795288158659,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Ocassionally)","SkinBehavior",0.922686432351393
"s__Betapapillomavirus_1","Eukaryotic virus","Hair_length_<_5cm","``1",3,"0","`Hair_length_<_5cm`1",-0.424242424242424,0.785272990121484,"Hair_length","SkinBehavior","Scalp","Character","Hair length (< 5cm)","SkinBehavior",0.924033484727538
"s__Betapapillomavirus_1","Eukaryotic virus","Currently_have_a_skin_condition_Yes","1",3,"0","Currently_have_a_skin_condition_Yes1",0.424242424242424,0.785272990121484,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.924033484727538
"s__Betapapillomavirus_1","Eukaryotic virus","Current_skin_condition_severity_Mild","1",3,"0","Current_skin_condition_severity_Mild1",0.424242424242424,0.785272990121484,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Mild)","SkinDisease",0.924033484727538
"s__Betapapillomavirus_1","Eukaryotic virus","Hair_wash_last_time_Yesterday_evening","1",5,"0","Hair_wash_last_time_Yesterday_evening1",0.311111111111111,0.815594864956223,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday evening)","SkinBehavior",0.924033484727538
"s__Betapapillomavirus_1","Eukaryotic virus","Hair_wash_last_time_This_morning","1",6,"0","Hair_wash_last_time_This_morning1",-0.291666666666667,0.821363097535589,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.924033484727538
"s__Polyomavirus_HPyV6","Eukaryotic virus","Routinely_use_underarm_antiperspirant_Yes","1",3,"0","Routinely_use_underarm_antiperspirant_Yes1",-0.94871794871795,0.54005116183916,"Routinely_use_underarm_antiperspirant","SkinBehavior","Underarm","Character","Routinely use underarm antiperspirant","SkinBehavior",0.924318334686254
"s__Human_papillomavirus_type_134","Eukaryotic virus","Hair_chemical_treatment_location_Professional","1",3,"0","Hair_chemical_treatment_location_Professional1",0.222222222222223,0.857773388138379,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Professional)","SkinBehavior",0.92478693408669
"s__Cutibacterium_phage_P14_4","Bacteriophage","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",0.0285306704707561,0.877169290162225,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinDiscomfort",0.926448463766845
"s__Staphylococcus_phage_StB27","Bacteriophage","Routinely_shave_underarms_Yes","1",6,"0","Routinely_shave_underarms_Yes1",0.0416666666666669,0.841405926731837,"Routinely_shave_underarms","SkinBehavior","Underarm","Character","Routinely shave underarms","SkinBehavior",0.927263674357536
"s__Staphylococcus_phage_StB27","Bacteriophage","Hair_covering_frequency_Never","1",8,"0","Hair_covering_frequency_Never1",-0.0416666666666668,0.841405926731838,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Never)","SkinBehavior",0.927263674357536
"s__Staphylococcus_phage_StB27","Bacteriophage","Hair_chemical_treatment_location_Non-professional","``1",6,"0","`Hair_chemical_treatment_location_Non-professional`1",0.0416666666666666,0.841405926731838,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Non-professional)","SkinBehavior",0.927263674357536
"s__Staphylococcus_phage_StB27","Bacteriophage","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",0.00879765395894428,0.821769148901136,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinDiscomfort",0.927263674357536
"s__Polyomavirus_HPyV6","Eukaryotic virus","Routinely_shave_bikine_line_Yes","1",11,"0","Routinely_shave_bikine_line_Yes1",-0.536656891495601,0.554101226528693,"Routinely_shave_bikine_line","SkinBehavior","Pubic","Character","Routinely shave bikine line","SkinBehavior",0.930471870963276
"s__Cutibacterium_phage_P100D","Bacteriophage","Current_skin_condition_severity_Mild","1",3,"0","Current_skin_condition_severity_Mild1",-1.46948356807511,0.214946802217398,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Mild)","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Creases_affected_by_itchy_skin_Yes","1",10,"0","Creases_affected_by_itchy_skin_Yes1",1.453125,0.0316749565073147,"Creases_affected_by_itchy_skin","SkinItch","General","Character","Creases affected by itchy skin","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Antibiotic_use_in_the_last_month_Yes","1",4,"0","Antibiotic_use_in_the_last_month_Yes1",1.32857142857143,0.198450511367093,"Antibiotic_use_in_the_last_month","SkinTreatment","General","Character","Antibiotic use in the last month","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_feet_Yes","1",4,"0","Itchy_feet_Yes1",-1.31428571428571,0.203375880751632,"Itchy_feet","SkinItch","Feet","Character","Itchy feet","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Sensitive_trunk_Yes","1",9,"0","Sensitive_trunk_Yes1",-1.22564102564103,0.0849514998361931,"Sensitive_trunk","SkinSensitivity","Trunk","Character","Sensitive trunk","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Face_wash_last_time_Yesterday_evening","1",6,"0","Face_wash_last_time_Yesterday_evening1",-1.17156862745098,0.170701932679373,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (Yesterday evening)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_chemical_treatment_last_time_<_1_week_ago","``1",6,"0","`Hair_chemical_treatment_last_time_<_1_week_ago`1",-1.17156862745098,0.170701932679373,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (< 1 week ago)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Face_wash_last_time_This_morning","1",67,"0","Face_wash_last_time_This_morning1",1.136460554371,0.153997294600714,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Swimming_frequency_>_Once_a_week","``1",3,"0","`Swimming_frequency_>_Once_a_week`1",-1.12206572769953,0.344778368635283,"Swimming_frequency","SkinBehavior","General","Character","Swimming frequency (> Once a week)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Age_when_itchy_skin_began_5_to_10_years_old","1",4,"0","Age_when_itchy_skin_began_5_to_10_years_old1",-1.04999999999999,0.310524171676854,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (5 to 10 years old)","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_wash_last_time_>_2_days_ago","``1",5,"0","`Hair_wash_last_time_>_2_days_ago`1",-1.01159420289855,0.277883767200226,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (> 2 days ago)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Sensitive_legs_Yes","1",8,"0","Sensitive_legs_Yes1",-0.973484848484849,0.195651825590732,"Sensitive_legs","SkinSensitivity","Legs","Character","Sensitive legs","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_shave_bikine_line_last_time_Today","1",4,"0","Routinely_shave_bikine_line_last_time_Today1",0.799999999999999,0.440412812845587,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Today)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Ever_had_acne_Yes","1",38,"0","Ever_had_acne_Yes1",0.798245614035087,0.0862476557701071,"Ever_had_acne","SkinCondition","General","Character","Ever had acne","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_wash_last_time_Yesterday_morning","1",4,"0","Hair_wash_last_time_Yesterday_morning1",-0.78571428571428,0.448652420564883,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday morning)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_use_underarm_deodorant_Yes","1",22,"0","Routinely_use_underarm_deodorant_Yes1",0.753496503496504,0.139691973184932,"Routinely_use_underarm_deodorant","SkinBehavior","Underarm","Character","Routinely use underarm deodorant","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Swimming_regularly_Yes","1",9,"0","Swimming_regularly_Yes1",-0.71965811965812,0.315084946364283,"Swimming_regularly","SkinBehavior","General","Character","Swimming regularly","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_wax_underarms_Yes","1",5,"0","Routinely_wax_underarms_Yes1",0.704347826086958,0.450901861010584,"Routinely_wax_underarms","SkinBehavior","Underarm","Character","Routinely wax underarms","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_use_underarm_whitening_product_Yes","1",24,"0","Routinely_use_underarm_whitening_product_Yes1",0.688333333333332,0.16742837704219,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_chemical_treatment_location_Professional","1",12,"0","Hair_chemical_treatment_location_Professional1",-0.688172043010752,0.278366203277271,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Professional)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_use_underarm_antiperspirant_Yes","1",9,"0","Routinely_use_underarm_antiperspirant_Yes1",0.671794871794872,0.348569839577769,"Routinely_use_underarm_antiperspirant","SkinBehavior","Underarm","Character","Routinely use underarm antiperspirant","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Sensitive_scalp_Yes","1",7,"0","Sensitive_scalp_Yes1",-0.663113006396587,0.407729445805155,"Sensitive_scalp","SkinSensitivity","Scalp","Character","Sensitive scalp","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_wash_last_time_This_morning","1",30,"0","Hair_wash_last_time_This_morning1",0.656060606060606,0.167585505411683,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_wax_underarms_last_time_Yesterday","1",3,"0","Routinely_wax_underarms_last_time_Yesterday1",0.615023474178404,0.605357775700836,"Routinely_wax_underarms_last_time","SkinBehavior","Underarm","Character","Routinely wax underarms last time (Yesterday)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_remove_body_hair_Yes","1",31,"0","Routinely_remove_body_hair_Yes1",-0.61290322580645,0.195484377056324,"Routinely_remove_body_hair","SkinBehavior","General","Character","Routinely remove body hair","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Current_or_past_acne_severity_Mild","1",30,"0","Current_or_past_acne_severity_Mild1",0.6,0.207418220689413,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Mild)","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Healthy_scalp_Yes","1",45,"0","Healthy_scalp_Yes1",0.598467432950191,0.211227888469357,"Healthy_scalp","SkinHealth","Scalp","Character","Healthy scalp","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Suffered_from_dry_skin_in_the_last_year_Yes","1",15,"0","Suffered_from_dry_skin_in_the_last_year_Yes1",-0.59774011299435,0.304672108565616,"Suffered_from_dry_skin_in_the_last_year","SkinDry","General","Character","Suffered from dry skin in the last year","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Sensitive_other_site_Yes","1",5,"0","Sensitive_other_site_Yes1",-0.582608695652171,0.533143794088963,"Sensitive_other_site","SkinSensitivity","Other_site","Character","Sensitive other site","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Body_wash_last_time_Yesterday_evening","1",28,"0","Body_wash_last_time_Yesterday_evening1",-0.563664596273292,0.242404753199548,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (Yesterday evening)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Body_wash_last_time_This_morning","1",46,"0","Body_wash_last_time_This_morning1",0.563664596273292,0.242404753199548,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (This morning)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Swimming_location_Swimming_pool-_Chemically_treated_water","``1",8,"0","`Swimming_location_Swimming_pool-_Chemically_treated_water`1",-0.553030303030304,0.464034833424115,"Swimming_location","SkinBehavior","General","Character","Swimming location (Swimming pool- Chemically treated water)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Body_sites_affected_by_eczema_Hands_and_feet","1",8,"0","Body_sites_affected_by_eczema_Hands_and_feet1",-0.553030303030304,0.464034833424116,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_use_moisturizers_Yes","1",30,"0","Routinely_use_moisturizers_Yes1",0.543939393939394,0.253551521197049,"Routinely_use_moisturizers","SkinBehavior","General","Character","Routinely use moisturizers","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Currently_use_hair_loss_treatment_product_Yes","1",12,"0","Currently_use_hair_loss_treatment_product_Yes1",-0.489247311827955,0.441843082500236,"Currently_use_hair_loss_treatment_product","SkinTreatment","Scalp","Character","Currently use hair loss treatment product","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Itchy_other_site_Yes","1",6,"0","Itchy_other_site_Yes1",0.460784313725489,0.592078014158178,"Itchy_other_site","SkinItch","Other_site","Character","Itchy other site","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Sensitive_skin_overall_Yes","1",28,"0","Sensitive_skin_overall_Yes1",-0.448757763975154,0.352860626658858,"Sensitive_skin_overall","SkinSensitivity","General","Character","Sensitive skin overall","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_shave_underarms_Yes","1",17,"0","Routinely_shave_underarms_Yes1",-0.430340557275543,0.440090223991235,"Routinely_shave_underarms","SkinBehavior","Underarm","Character","Routinely shave underarms","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_use_underarm_topical_medications_Yes","1",3,"0","Routinely_use_underarm_topical_medications_Yes1",-0.427230046948355,0.719772267593736,"Routinely_use_underarm_topical_medications","SkinBehavior","Underarm","Character","Routinely use underarm topical medications","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Currently_have_fungal_FeetBodyGroin_Yes","1",3,"0","Currently_have_fungal_FeetBodyGroin_Yes1",-0.427230046948355,0.719772267593736,"Currently_have_fungal_FeetBodyGroin","SkinCondition","General","Character","Currently have fungal FeetBodyGroin","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_chemical_treatment_location_Non-professional","``1",18,"0","`Hair_chemical_treatment_location_Non-professional`1",0.412698412698414,0.450204231738676,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Non-professional)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Ethnicity_South_Asian","1",14,"0","Ethnicity_South_Asian1",0.404761904761906,0.499191783983664,"Ethnicity","Demographics","Demographics","Character","Ethnicity (South Asian)","Demographics",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Gender_Male","1",40,"0","Gender_Male1",0.395588235294118,0.400291467121759,"Gender","Demographics","Demographics","Character","Gender (Male)","Demographics",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Gender_Female","1",34,"0","Gender_Female1",-0.395588235294116,0.400291467121761,"Gender","Demographics","Demographics","Character","Gender (Female)","Demographics",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_covering_frequency_Daily","1",12,"0","Hair_covering_frequency_Daily1",-0.389784946236558,0.540360239339973,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Daily)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_covering_frequency_Never","1",45,"0","Hair_covering_frequency_Never1",0.371647509578546,0.439072344789076,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Never)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_length_<_5cm","``1",33,"0","`Hair_length_<_5cm`1",0.354028085735403,0.453003498065145,"Hair_length","SkinBehavior","Scalp","Character","Hair length (< 5cm)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",-0.347633480997902,0.187729618811338,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Currently_have_a_skin_condition_Yes","1",7,"0","Currently_have_a_skin_condition_Yes1",-0.347547974413646,0.664899527410549,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Currently_have_skin_conditions_not_described_above_Yes","1",67,"0","Currently_have_skin_conditions_not_described_above_Yes1",0.347547974413645,0.664899527410549,"Currently_have_skin_conditions_not_described_above","SkinCondition","General","Character","Currently have skin conditions not described above","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Sensitive_face_Yes","1",15,"0","Sensitive_face_Yes1",-0.346892655367231,0.552349690180951,"Sensitive_face","SkinSensitivity","Face","Character","Sensitive face","SkinDiscomfort",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routine_cosmetic_use_on_face_Yes","1",15,"0","Routine_cosmetic_use_on_face_Yes1",-0.346892655367231,0.552349690180951,"Routine_cosmetic_use_on_face","SkinBehavior","Face","Character","Routine cosmetic use on face","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Ethnicity_East_Asian","1",42,"0","Ethnicity_East_Asian1",-0.342261904761905,0.469705847575418,"Ethnicity","Demographics","Demographics","Character","Ethnicity (East Asian)","Demographics",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Ever_Asthma_Diagnosis_Yes","1",9,"0","Ever_Asthma_Diagnosis_Yes1",-0.34017094017094,0.635812467533002,"Ever_Asthma_Diagnosis","GeneralHealth_skin","ImmuneDiease","Character","Ever Asthma Diagnosis","GeneralHealth_skin",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Hair_chemical_treatment_last_time_>_1_week_ago","``1",24,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",0.318333333333334,0.525359228580371,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","History_of_skin_medical_treatment_Yes","1",13,"0","History_of_skin_medical_treatment_Yes1",0.311475409836063,0.613626588547722,"History_of_skin_medical_treatment","SkinTreatment","General","Character","History of skin medical treatment","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Ever_have_had_eczema_Yes","1",14,"0","Ever_have_had_eczema_Yes1",-0.299999999999998,0.616724564317647,"Ever_have_had_eczema","SkinCondition","General","Character","Ever have had eczema","SkinDisease",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Routinely_shave_bikine_line_last_time_Yesterday","1",12,"0","Routinely_shave_bikine_line_last_time_Yesterday1",-0.290322580645161,0.648556978213401,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.932614068840863
"s__Cutibacterium_phage_P100D","Bacteriophage","Current_or_past_acne_severity_Severe","1",6,"0","Current_or_past_acne_severity_Severe1",0.279411764705883,0.745400568841379,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Severe)","SkinDisease",0.932614068840863
